"strain","orthofinder_orthogroup","sample","raw_count"
"Psychrobacter","OG0001933","PSY5500B2",288
"Psychrobacter","OG0001934","PSY5500B2",421
"Psychrobacter","OG0001935","PSY5500B2",387
"Psychrobacter","OG0001938","PSY5500B2",697
"Psychrobacter","OG0001941","PSY5500B2",787
"Psychrobacter","OG0001943","PSY5500B2",1168
"Psychrobacter","OG0001944","PSY5500B2",417
"Psychrobacter","OG0001951","PSY5500B2",2254
"Psychrobacter","OG0001954","PSY5500B2",333
"Psychrobacter","OG0001959","PSY5500B2",138
"Psychrobacter","OG0001960","PSY5500B2",314
"Psychrobacter","OG0001961","PSY5500B2",492
"Psychrobacter","OG0001962","PSY5500B2",461
"Psychrobacter","OG0001963","PSY5500B2",194
"Psychrobacter","OG0001964","PSY5500B2",287
"Psychrobacter","OG0001965","PSY5500B2",663
"Psychrobacter","OG0001967","PSY5500B2",569
"Psychrobacter","OG0001968","PSY5500B2",774
"Psychrobacter","OG0001969","PSY5500B2",313
"Psychrobacter","OG0001971","PSY5500B2",177
"Psychrobacter","OG0001972","PSY5500B2",179
"Psychrobacter","OG0001973","PSY5500B2",2711
"Psychrobacter","OG0001975","PSY5500B2",1045
"Psychrobacter","OG0001976","PSY5500B2",75
"Psychrobacter","OG0001978","PSY5500B2",562
"Psychrobacter","OG0001979","PSY5500B2",23
"Psychrobacter","OG0001980","PSY5500B2",145
"Psychrobacter","OG0001982","PSY5500B2",142
"Psychrobacter","OG0001983","PSY5500B2",5
"Psychrobacter","OG0001984","PSY5500B2",100
"Psychrobacter","OG0002010","PSY5500B2",324
"Psychrobacter","OG0002011","PSY5500B2",440
"Psychrobacter","OG0002012","PSY5500B2",72
"Psychrobacter","OG0002013","PSY5500B2",238
"Psychrobacter","OG0002014","PSY5500B2",212
"Psychrobacter","OG0002019","PSY5500B2",111
"Psychrobacter","OG0002021","PSY5500B2",2215
"Psychrobacter","OG0002022","PSY5500B2",215
"Psychrobacter","OG0002023","PSY5500B2",1312
"Psychrobacter","OG0002024","PSY5500B2",1427
"Psychrobacter","OG0002025","PSY5500B2",1387
"Psychrobacter","OG0002027","PSY5500B2",96
"Psychrobacter","OG0002028","PSY5500B2",1582
"Psychrobacter","OG0002029","PSY5500B2",1530
"Psychrobacter","OG0002030","PSY5500B2",12387
"Psychrobacter","OG0002031","PSY5500B2",704
"Psychrobacter","OG0002032","PSY5500B2",515
"Psychrobacter","OG0002036","PSY5500B2",961
"Psychrobacter","OG0002047","PSY5500B2",164
"Psychrobacter","OG0002048","PSY5500B2",134
"Psychrobacter","OG0002050","PSY5500B2",951
"Psychrobacter","OG0002051","PSY5500B2",288
"Psychrobacter","OG0002052","PSY5500B2",439
"Psychrobacter","OG0002053","PSY5500B2",619
"Psychrobacter","OG0002059","PSY5500B2",1559
"Psychrobacter","OG0002060","PSY5500B2",115
"Psychrobacter","OG0002062","PSY5500B2",534
"Psychrobacter","OG0002064","PSY5500B2",466
"Psychrobacter","OG0002065","PSY5500B2",1282
"Psychrobacter","OG0002066","PSY5500B2",134
"Psychrobacter","OG0002068","PSY5500B2",322
"Psychrobacter","OG0002069","PSY5500B2",148
"Psychrobacter","OG0002072","PSY5500B2",308
"Psychrobacter","OG0002077","PSY5500B2",1780
"Psychrobacter","OG0002078","PSY5500B2",818
"Psychrobacter","OG0002080","PSY5500B2",637
"Psychrobacter","OG0002081","PSY5500B2",308
"Psychrobacter","OG0002082","PSY5500B2",295
"Psychrobacter","OG0002083","PSY5500B2",217
"Psychrobacter","OG0002084","PSY5500B2",315
"Psychrobacter","OG0002085","PSY5500B2",282
"Psychrobacter","OG0002086","PSY5500B2",320
"Psychrobacter","OG0002087","PSY5500B2",240
"Psychrobacter","OG0002090","PSY5500B2",1580
"Psychrobacter","OG0002091","PSY5500B2",454
"Psychrobacter","OG0002092","PSY5500B2",586
"Psychrobacter","OG0002093","PSY5500B2",90
"Psychrobacter","OG0002094","PSY5500B2",53
"Psychrobacter","OG0002095","PSY5500B2",126
"Psychrobacter","OG0002097","PSY5500B2",269
"Psychrobacter","OG0002098","PSY5500B2",763
"Psychrobacter","OG0002099","PSY5500B2",156
"Psychrobacter","OG0002101","PSY5500B2",599
"Psychrobacter","OG0002104","PSY5500B2",851
"Psychrobacter","OG0002106","PSY5500B2",165
"Psychrobacter","OG0002109","PSY5500B2",98
"Psychrobacter","OG0002110","PSY5500B2",37
"Psychrobacter","OG0002112","PSY5500B2",1792
"Psychrobacter","OG0002113","PSY5500B2",113
"Psychrobacter","OG0002114","PSY5500B2",77
"Psychrobacter","OG0002115","PSY5500B2",349
"Psychrobacter","OG0002116","PSY5500B2",260
"Psychrobacter","OG0002119","PSY5500B2",13
"Psychrobacter","OG0002120","PSY5500B2",155
"Psychrobacter","OG0002121","PSY5500B2",9142
"Psychrobacter","OG0002122","PSY5500B2",455
"Psychrobacter","OG0002123","PSY5500B2",1405
"Psychrobacter","OG0002125","PSY5500B2",351
"Psychrobacter","OG0002126","PSY5500B2",351
"Psychrobacter","OG0002129","PSY5500B2",501
"Psychrobacter","OG0002130","PSY5500B2",271
"Psychrobacter","OG0002131","PSY5500B2",180
"Psychrobacter","OG0002132","PSY5500B2",764
"Psychrobacter","OG0002133","PSY5500B2",70
"Psychrobacter","OG0002134","PSY5500B2",859
"Psychrobacter","OG0002135","PSY5500B2",76
"Psychrobacter","OG0002136","PSY5500B2",198
"Psychrobacter","OG0002138","PSY5500B2",131
"Psychrobacter","OG0002140","PSY5500B2",539
"Psychrobacter","OG0002144","PSY5500B2",278
"Psychrobacter","OG0002145","PSY5500B2",356
"Psychrobacter","OG0002146","PSY5500B2",6
"Psychrobacter","OG0002149","PSY5500B2",1
"Psychrobacter","OG0002150","PSY5500B2",827
"Psychrobacter","OG0002153","PSY5500B2",188
"Psychrobacter","OG0002156","PSY5500B2",220
"Psychrobacter","OG0002157","PSY5500B2",88
"Psychrobacter","OG0002158","PSY5500B2",138
"Psychrobacter","OG0002159","PSY5500B2",509
"Psychrobacter","OG0002160","PSY5500B2",6936
"Psychrobacter","OG0002161","PSY5500B2",69
"Psychrobacter","OG0002162","PSY5500B2",221
"Psychrobacter","OG0002163","PSY5500B2",435
"Psychrobacter","OG0002164","PSY5500B2",1128
"Psychrobacter","OG0002165","PSY5500B2",110
"Psychrobacter","OG0002166","PSY5500B2",419
"Psychrobacter","OG0002167","PSY5500B2",25592
"Psychrobacter","OG0002168","PSY5500B2",1253
"Psychrobacter","OG0002169","PSY5500B2",33
"Psychrobacter","OG0002170","PSY5500B2",13
"Psychrobacter","OG0002171","PSY5500B2",159
"Psychrobacter","OG0002172","PSY5500B2",500
"Psychrobacter","OG0002173","PSY5500B2",45
"Psychrobacter","OG0002174","PSY5500B2",73
"Psychrobacter","OG0002175","PSY5500B2",236
"Psychrobacter","OG0002176","PSY5500B2",264
"Psychrobacter","OG0002177","PSY5500B2",315
"Psychrobacter","OG0002178","PSY5500B2",187
"Psychrobacter","OG0002179","PSY5500B2",193
"Psychrobacter","OG0002180","PSY5500B2",304
"Psychrobacter","OG0002181","PSY5500B2",135
"Psychrobacter","OG0002182","PSY5500B2",1065
"Psychrobacter","OG0002183","PSY5500B2",900
"Psychrobacter","OG0002184","PSY5500B2",389
"Psychrobacter","OG0002185","PSY5500B2",318
"Psychrobacter","OG0002186","PSY5500B2",1188
"Psychrobacter","OG0002187","PSY5500B2",73
"Psychrobacter","OG0002188","PSY5500B2",199
"Psychrobacter","OG0002189","PSY5500B2",1303
"Psychrobacter","OG0002190","PSY5500B2",1901
"Psychrobacter","OG0002191","PSY5500B2",2539
"Psychrobacter","OG0002192","PSY5500B2",549
"Psychrobacter","OG0002193","PSY5500B2",2863
"Psychrobacter","OG0002194","PSY5500B2",2924
"Psychrobacter","OG0002195","PSY5500B2",528
"Psychrobacter","OG0002196","PSY5500B2",1163
"Psychrobacter","OG0002197","PSY5500B2",332
"Psychrobacter","OG0002198","PSY5500B2",702
"Psychrobacter","OG0002199","PSY5500B2",1182
"Psychrobacter","OG0002200","PSY5500B2",88
"Psychrobacter","OG0002201","PSY5500B2",2
"Psychrobacter","OG0002202","PSY5500B2",21
"Psychrobacter","OG0002203","PSY5500B2",610
"Psychrobacter","OG0002204","PSY5500B2",2009
"Psychrobacter","OG0002205","PSY5500B2",487
"Psychrobacter","OG0002206","PSY5500B2",261
"Psychrobacter","OG0002207","PSY5500B2",222
"Psychrobacter","OG0002208","PSY5500B2",14
"Psychrobacter","OG0002209","PSY5500B2",121
"Psychrobacter","OG0002210","PSY5500B2",109
"Psychrobacter","OG0002211","PSY5500B2",106
"Psychrobacter","OG0002212","PSY5500B2",238
"Psychrobacter","OG0002213","PSY5500B2",633
"Psychrobacter","OG0002214","PSY5500B2",1208
"Psychrobacter","OG0002215","PSY5500B2",385
"Psychrobacter","OG0002216","PSY5500B2",187
"Psychrobacter","OG0002217","PSY5500B2",131
"Psychrobacter","OG0002218","PSY5500B2",319
"Psychrobacter","OG0002219","PSY5500B2",125
"Psychrobacter","OG0002220","PSY5500B2",1779
"Psychrobacter","OG0002221","PSY5500B2",277
"Psychrobacter","OG0002222","PSY5500B2",170
"Psychrobacter","OG0002223","PSY5500B2",109
"Psychrobacter","OG0002224","PSY5500B2",1578
"Psychrobacter","OG0002225","PSY5500B2",438
"Psychrobacter","OG0002226","PSY5500B2",166
"Psychrobacter","OG0002227","PSY5500B2",545
"Psychrobacter","OG0002228","PSY5500B2",2826
"Psychrobacter","OG0002229","PSY5500B2",77
"Psychrobacter","OG0002230","PSY5500B2",7224
"Psychrobacter","OG0002231","PSY5500B2",170
"Psychrobacter","OG0002232","PSY5500B2",847
"Psychrobacter","OG0002233","PSY5500B2",65
"Psychrobacter","OG0002234","PSY5500B2",20
"Psychrobacter","OG0002235","PSY5500B2",640
"Psychrobacter","OG0002236","PSY5500B2",1521
"Psychrobacter","OG0002237","PSY5500B2",69
"Psychrobacter","OG0002238","PSY5500B2",330
"Psychrobacter","OG0002239","PSY5500B2",378
"Psychrobacter","OG0002240","PSY5500B2",561
"Psychrobacter","OG0002241","PSY5500B2",162
"Psychrobacter","OG0002242","PSY5500B2",222
"Psychrobacter","OG0002243","PSY5500B2",151
"Psychrobacter","OG0002244","PSY5500B2",12160
"Psychrobacter","OG0002245","PSY5500B2",1185
"Psychrobacter","OG0002246","PSY5500B2",23
"Psychrobacter","OG0002247","PSY5500B2",739
"Psychrobacter","OG0002248","PSY5500B2",604
"Psychrobacter","OG0002249","PSY5500B2",20
"Psychrobacter","OG0002250","PSY5500B2",2199
"Psychrobacter","OG0002251","PSY5500B2",209
"Psychrobacter","OG0002252","PSY5500B2",372
"Psychrobacter","OG0002253","PSY5500B2",484
"Psychrobacter","OG0002254","PSY5500B2",91
"Psychrobacter","OG0002255","PSY5500B2",45
"Psychrobacter","OG0002256","PSY5500B2",8787
"Psychrobacter","OG0002257","PSY5500B2",1203
"Psychrobacter","OG0002258","PSY5500B2",84
"Psychrobacter","OG0002259","PSY5500B2",563
"Psychrobacter","OG0002260","PSY5500B2",161
"Psychrobacter","OG0002261","PSY5500B2",359
"Psychrobacter","OG0002262","PSY5500B2",1640
"Psychrobacter","OG0000001","PSY5500B1",2395
"Psychrobacter","OG0000002","PSY5500B1",365
"Psychrobacter","OG0000003","PSY5500B1",1017
"Psychrobacter","OG0000004","PSY5500B1",1351
"Psychrobacter","OG0000007","PSY5500B1",2728
"Psychrobacter","OG0000008","PSY5500B1",251
"Psychrobacter","OG0000009","PSY5500B1",151
"Psychrobacter","OG0000010","PSY5500B1",293
"Psychrobacter","OG0000011","PSY5500B1",281
"Psychrobacter","OG0000012","PSY5500B1",656
"Psychrobacter","OG0000013","PSY5500B1",245
"Psychrobacter","OG0000015","PSY5500B1",522
"Psychrobacter","OG0000016","PSY5500B1",2087
"Psychrobacter","OG0000017","PSY5500B1",3333
"Psychrobacter","OG0000018","PSY5500B1",284
"Psychrobacter","OG0000023","PSY5500B1",3958
"Psychrobacter","OG0000024","PSY5500B1",413
"Psychrobacter","OG0000025","PSY5500B1",2220
"Psychrobacter","OG0000026","PSY5500B1",65
"Psychrobacter","OG0000027","PSY5500B1",28
"Psychrobacter","OG0000028","PSY5500B1",725
"Psychrobacter","OG0000029","PSY5500B1",628
"Psychrobacter","OG0000030","PSY5500B1",858
"Psychrobacter","OG0000031","PSY5500B1",1304
"Psychrobacter","OG0000032","PSY5500B1",51
"Psychrobacter","OG0000033","PSY5500B1",149
"Psychrobacter","OG0000036","PSY5500B1",424
"Psychrobacter","OG0000037","PSY5500B1",6389
"Psychrobacter","OG0000038","PSY5500B1",135
"Psychrobacter","OG0000039","PSY5500B1",1592
"Psychrobacter","OG0000040","PSY5500B1",1330
"Psychrobacter","OG0000041","PSY5500B1",3804
"Psychrobacter","OG0000044","PSY5500B1",1222
"Psychrobacter","OG0000045","PSY5500B1",416
"Psychrobacter","OG0000046","PSY5500B1",1017
"Psychrobacter","OG0000047","PSY5500B1",8648
"Psychrobacter","OG0000048","PSY5500B1",30
"Psychrobacter","OG0000049","PSY5500B1",448
"Psychrobacter","OG0000050","PSY5500B1",677
"Psychrobacter","OG0000051","PSY5500B1",311
"Psychrobacter","OG0000052","PSY5500B1",482
"Psychrobacter","OG0000053","PSY5500B1",128
"Psychrobacter","OG0000054","PSY5500B1",856
"Psychrobacter","OG0000055","PSY5500B1",684
"Psychrobacter","OG0000057","PSY5500B1",670
"Psychrobacter","OG0000059","PSY5500B1",302
"Psychrobacter","OG0000060","PSY5500B1",6958
"Psychrobacter","OG0000061","PSY5500B1",115
"Psychrobacter","OG0000062","PSY5500B1",717
"Psychrobacter","OG0000064","PSY5500B1",124
"Psychrobacter","OG0000065","PSY5500B1",493
"Psychrobacter","OG0000066","PSY5500B1",1424
"Psychrobacter","OG0000067","PSY5500B1",608
"Psychrobacter","OG0000068","PSY5500B1",1231
"Psychrobacter","OG0000069","PSY5500B1",3005
"Psychrobacter","OG0000070","PSY5500B1",83
"Psychrobacter","OG0000071","PSY5500B1",527
"Psychrobacter","OG0000072","PSY5500B1",355
"Psychrobacter","OG0000074","PSY5500B1",1803
"Psychrobacter","OG0000077","PSY5500B1",1378
"Psychrobacter","OG0000078","PSY5500B1",654
"Psychrobacter","OG0000081","PSY5500B1",622
"Psychrobacter","OG0000082","PSY5500B1",665
"Psychrobacter","OG0000084","PSY5500B1",274
"Psychrobacter","OG0000085","PSY5500B1",245
"Psychrobacter","OG0000086","PSY5500B1",1584
"Psychrobacter","OG0000087","PSY5500B1",1594
"Psychrobacter","OG0000088","PSY5500B1",1800
"Psychrobacter","OG0000089","PSY5500B1",272
"Psychrobacter","OG0000091","PSY5500B1",3272
"Psychrobacter","OG0000092","PSY5500B1",1247
"Psychrobacter","OG0000096","PSY5500B1",7
"Psychrobacter","OG0000098","PSY5500B1",173
"Psychrobacter","OG0000100","PSY5500B1",5453
"Psychrobacter","OG0000102","PSY5500B1",104
"Psychrobacter","OG0000103","PSY5500B1",498
"Psychrobacter","OG0000104","PSY5500B1",6399
"Psychrobacter","OG0000105","PSY5500B1",139
"Psychrobacter","OG0000106","PSY5500B1",135
"Psychrobacter","OG0000107","PSY5500B1",933
"Psychrobacter","OG0000108","PSY5500B1",1065
"Psychrobacter","OG0000109","PSY5500B1",911
"Psychrobacter","OG0000110","PSY5500B1",2488
"Psychrobacter","OG0000112","PSY5500B1",1315
"Psychrobacter","OG0000113","PSY5500B1",876
"Psychrobacter","OG0000114","PSY5500B1",4256
"Psychrobacter","OG0000115","PSY5500B1",91
"Psychrobacter","OG0000116","PSY5500B1",218
"Psychrobacter","OG0000117","PSY5500B1",826
"Psychrobacter","OG0000118","PSY5500B1",434
"Psychrobacter","OG0000119","PSY5500B1",797
"Psychrobacter","OG0000120","PSY5500B1",104
"Psychrobacter","OG0000121","PSY5500B1",2747
"Psychrobacter","OG0000123","PSY5500B1",339
"Psychrobacter","OG0000124","PSY5500B1",2250
"Psychrobacter","OG0000125","PSY5500B1",33
"Psychrobacter","OG0000126","PSY5500B1",6972
"Psychrobacter","OG0000127","PSY5500B1",796
"Psychrobacter","OG0000128","PSY5500B1",5033
"Psychrobacter","OG0000129","PSY5500B1",183
"Psychrobacter","OG0000131","PSY5500B1",88
"Psychrobacter","OG0000140","PSY5500B1",1156
"Psychrobacter","OG0000141","PSY5500B1",855
"Psychrobacter","OG0000142","PSY5500B1",324
"Psychrobacter","OG0000143","PSY5500B1",22640
"Psychrobacter","OG0000144","PSY5500B1",1196
"Psychrobacter","OG0000145","PSY5500B1",542
"Psychrobacter","OG0000146","PSY5500B1",220
"Psychrobacter","OG0000148","PSY5500B1",347
"Psychrobacter","OG0000149","PSY5500B1",147
"Psychrobacter","OG0000150","PSY5500B1",1006
"Psychrobacter","OG0000151","PSY5500B1",5256
"Psychrobacter","OG0000152","PSY5500B1",1056
"Psychrobacter","OG0000153","PSY5500B1",17
"Psychrobacter","OG0000154","PSY5500B1",240
"Psychrobacter","OG0000156","PSY5500B1",237
"Psychrobacter","OG0000157","PSY5500B1",601
"Psychrobacter","OG0000158","PSY5500B1",145
"Psychrobacter","OG0000159","PSY5500B1",35
"Psychrobacter","OG0000160","PSY5500B1",1235
"Psychrobacter","OG0000161","PSY5500B1",1803
"Psychrobacter","OG0000162","PSY5500B1",1592
"Psychrobacter","OG0000163","PSY5500B1",1881
"Psychrobacter","OG0000164","PSY5500B1",1383
"Psychrobacter","OG0000165","PSY5500B1",1874
"Psychrobacter","OG0000166","PSY5500B1",131
"Psychrobacter","OG0000167","PSY5500B1",1302
"Psychrobacter","OG0000168","PSY5500B1",579
"Psychrobacter","OG0000169","PSY5500B1",220
"Psychrobacter","OG0000170","PSY5500B1",2206
"Psychrobacter","OG0000171","PSY5500B1",318
"Psychrobacter","OG0000172","PSY5500B1",1210
"Psychrobacter","OG0000173","PSY5500B1",3503
"Psychrobacter","OG0000174","PSY5500B1",389
"Psychrobacter","OG0000175","PSY5500B1",3204
"Psychrobacter","OG0000176","PSY5500B1",540
"Psychrobacter","OG0000177","PSY5500B1",3536
"Psychrobacter","OG0000178","PSY5500B1",155
"Psychrobacter","OG0000179","PSY5500B1",394
"Psychrobacter","OG0000180","PSY5500B1",62
"Psychrobacter","OG0000181","PSY5500B1",135
"Psychrobacter","OG0000182","PSY5500B1",607
"Psychrobacter","OG0000184","PSY5500B1",151
"Psychrobacter","OG0000185","PSY5500B1",2244
"Psychrobacter","OG0000187","PSY5500B1",683
"Psychrobacter","OG0000188","PSY5500B1",2928
"Psychrobacter","OG0000189","PSY5500B1",251
"Psychrobacter","OG0000190","PSY5500B1",292
"Psychrobacter","OG0000200","PSY5500B1",636
"Psychrobacter","OG0000201","PSY5500B1",7
"Psychrobacter","OG0000202","PSY5500B1",89
"Psychrobacter","OG0000203","PSY5500B1",440
"Psychrobacter","OG0000206","PSY5500B1",114
"Psychrobacter","OG0000207","PSY5500B1",791
"Psychrobacter","OG0000208","PSY5500B1",90
"Psychrobacter","OG0000209","PSY5500B1",135
"Psychrobacter","OG0000210","PSY5500B1",628
"Psychrobacter","OG0000211","PSY5500B1",256
"Psychrobacter","OG0000212","PSY5500B1",620
"Psychrobacter","OG0000213","PSY5500B1",740
"Psychrobacter","OG0000214","PSY5500B1",747
"Psychrobacter","OG0000216","PSY5500B1",529
"Psychrobacter","OG0000217","PSY5500B1",515
"Psychrobacter","OG0000218","PSY5500B1",502
"Psychrobacter","OG0000219","PSY5500B1",67
"Psychrobacter","OG0000220","PSY5500B1",1309
"Psychrobacter","OG0000223","PSY5500B1",2219
"Psychrobacter","OG0000224","PSY5500B1",1003
"Psychrobacter","OG0000225","PSY5500B1",1512
"Psychrobacter","OG0000226","PSY5500B1",882
"Psychrobacter","OG0000227","PSY5500B1",630
"Psychrobacter","OG0000228","PSY5500B1",298
"Psychrobacter","OG0000229","PSY5500B1",146
"Psychrobacter","OG0000230","PSY5500B1",1925
"Psychrobacter","OG0000233","PSY5500B1",138
"Psychrobacter","OG0000234","PSY5500B1",416
"Psychrobacter","OG0000235","PSY5500B1",2070
"Psychrobacter","OG0000237","PSY5500B1",489
"Psychrobacter","OG0000238","PSY5500B1",354
"Psychrobacter","OG0000239","PSY5500B1",1023
"Psychrobacter","OG0000240","PSY5500B1",2444
"Psychrobacter","OG0000241","PSY5500B1",2406
"Psychrobacter","OG0000242","PSY5500B1",1896
"Psychrobacter","OG0000243","PSY5500B1",299
"Psychrobacter","OG0000246","PSY5500B1",97
"Psychrobacter","OG0000247","PSY5500B1",439
"Psychrobacter","OG0000248","PSY5500B1",4782
"Psychrobacter","OG0000249","PSY5500B1",227
"Psychrobacter","OG0000250","PSY5500B1",237
"Psychrobacter","OG0000251","PSY5500B1",253
"Psychrobacter","OG0000252","PSY5500B1",937
"Psychrobacter","OG0000253","PSY5500B1",1275
"Psychrobacter","OG0000254","PSY5500B1",727
"Psychrobacter","OG0000255","PSY5500B1",1157
"Psychrobacter","OG0000256","PSY5500B1",813
"Psychrobacter","OG0000258","PSY5500B1",2050
"Psychrobacter","OG0000259","PSY5500B1",20
"Psychrobacter","OG0000260","PSY5500B1",1958
"Psychrobacter","OG0000261","PSY5500B1",29639
"Psychrobacter","OG0000262","PSY5500B1",1216
"Psychrobacter","OG0000263","PSY5500B1",65
"Psychrobacter","OG0000264","PSY5500B1",1053
"Psychrobacter","OG0000265","PSY5500B1",2131
"Psychrobacter","OG0000266","PSY5500B1",1784
"Psychrobacter","OG0000267","PSY5500B1",904
"Psychrobacter","OG0000269","PSY5500B1",561
"Psychrobacter","OG0000270","PSY5500B1",128
"Psychrobacter","OG0000271","PSY5500B1",23
"Psychrobacter","OG0000272","PSY5500B1",586
"Psychrobacter","OG0000273","PSY5500B1",2533
"Psychrobacter","OG0000274","PSY5500B1",161
"Psychrobacter","OG0000275","PSY5500B1",343
"Psychrobacter","OG0000277","PSY5500B1",264
"Psychrobacter","OG0000278","PSY5500B1",8
"Psychrobacter","OG0000279","PSY5500B1",744
"Psychrobacter","OG0000280","PSY5500B1",2535
"Psychrobacter","OG0000281","PSY5500B1",325
"Psychrobacter","OG0000282","PSY5500B1",262
"Psychrobacter","OG0000283","PSY5500B1",540
"Psychrobacter","OG0000284","PSY5500B1",145
"Psychrobacter","OG0000285","PSY5500B1",280
"Psychrobacter","OG0000292","PSY5500B1",133
