"strain","orthofinder_orthogroup","sample","raw_count"
"Sphingopyxis","OG0000043","SPH5500D1",4353
"Sphingopyxis","OG0000044","SPH5500D1",7276
"Sphingopyxis","OG0000045","SPH5500D1",486
"Sphingopyxis","OG0000046","SPH5500D1",107
"Sphingopyxis","OG0000047","SPH5500D1",511
"Sphingopyxis","OG0000048","SPH5500D1",16
"Sphingopyxis","OG0000049","SPH5500D1",4843
"Sphingopyxis","OG0000050","SPH5500D1",1040
"Sphingopyxis","OG0000051","SPH5500D1",523
"Sphingopyxis","OG0000052","SPH5500D1",894
"Sphingopyxis","OG0000053","SPH5500D1",1968
"Sphingopyxis","OG0000054","SPH5500D1",120
"Sphingopyxis","OG0000055","SPH5500D1",7
"Sphingopyxis","OG0000056","SPH5500D1",476
"Sphingopyxis","OG0000057","SPH5500D1",1799
"Sphingopyxis","OG0000058","SPH5500D1",598
"Sphingopyxis","OG0000059","SPH5500D1",514
"Sphingopyxis","OG0000060","SPH5500D1",1505
"Sphingopyxis","OG0000061","SPH5500D1",520
"Sphingopyxis","OG0000062","SPH5500D1",317
"Sphingopyxis","OG0000064","SPH5500D1",3327
"Sphingopyxis","OG0000065","SPH5500D1",1032
"Sphingopyxis","OG0000066","SPH5500D1",844
"Sphingopyxis","OG0000067","SPH5500D1",73
"Sphingopyxis","OG0000068","SPH5500D1",3920
"Sphingopyxis","OG0000069","SPH5500D1",1596
"Sphingopyxis","OG0000070","SPH5500D1",38
"Sphingopyxis","OG0000071","SPH5500D1",134
"Sphingopyxis","OG0000072","SPH5500D1",4697
"Sphingopyxis","OG0000074","SPH5500D1",35
"Sphingopyxis","OG0000075","SPH5500D1",777
"Sphingopyxis","OG0000077","SPH5500D1",456
"Sphingopyxis","OG0000079","SPH5500D1",2942
"Sphingopyxis","OG0000080","SPH5500D1",569
"Sphingopyxis","OG0000081","SPH5500D1",23
"Sphingopyxis","OG0000082","SPH5500D1",1700
"Sphingopyxis","OG0000083","SPH5500D1",387
"Sphingopyxis","OG0000084","SPH5500D1",385
"Sphingopyxis","OG0000086","SPH5500D1",1912
"Sphingopyxis","OG0000087","SPH5500D1",76
"Sphingopyxis","OG0000088","SPH5500D1",250
"Sphingopyxis","OG0000089","SPH5500D1",355
"Sphingopyxis","OG0000091","SPH5500D1",135
"Sphingopyxis","OG0000092","SPH5500D1",192
"Sphingopyxis","OG0000095","SPH5500D1",116
"Sphingopyxis","OG0000096","SPH5500D1",557
"Sphingopyxis","OG0000097","SPH5500D1",61
"Sphingopyxis","OG0000098","SPH5500D1",420
"Sphingopyxis","OG0000099","SPH5500D1",183
"Sphingopyxis","OG0000100","SPH5500D1",994
"Sphingopyxis","OG0000101","SPH5500D1",2131
"Sphingopyxis","OG0000102","SPH5500D1",503
"Sphingopyxis","OG0000103","SPH5500D1",579
"Sphingopyxis","OG0000104","SPH5500D1",4502
"Sphingopyxis","OG0000105","SPH5500D1",1156
"Sphingopyxis","OG0000106","SPH5500D1",415
"Sphingopyxis","OG0000107","SPH5500D1",291
"Sphingopyxis","OG0000108","SPH5500D1",287
"Sphingopyxis","OG0000109","SPH5500D1",1213
"Sphingopyxis","OG0000110","SPH5500D1",766
"Sphingopyxis","OG0000112","SPH5500D1",147
"Sphingopyxis","OG0000113","SPH5500D1",818
"Sphingopyxis","OG0000114","SPH5500D1",7216
"Sphingopyxis","OG0000115","SPH5500D1",29
"Sphingopyxis","OG0000116","SPH5500D1",1842
"Sphingopyxis","OG0000117","SPH5500D1",247
"Sphingopyxis","OG0000118","SPH5500D1",530
"Sphingopyxis","OG0000119","SPH5500D1",375
"Sphingopyxis","OG0000120","SPH5500D1",1056
"Sphingopyxis","OG0000121","SPH5500D1",235
"Sphingopyxis","OG0000123","SPH5500D1",1059
"Sphingopyxis","OG0000126","SPH5500D1",926
"Sphingopyxis","OG0000128","SPH5500D1",1002
"Sphingopyxis","OG0000129","SPH5500D1",393
"Sphingopyxis","OG0000130","SPH5500D1",1138
"Sphingopyxis","OG0000131","SPH5500D1",895
"Sphingopyxis","OG0000132","SPH5500D1",547
"Sphingopyxis","OG0000133","SPH5500D1",308
"Sphingopyxis","OG0000134","SPH5500D1",321
"Sphingopyxis","OG0000135","SPH5500D1",155
"Sphingopyxis","OG0000136","SPH5500D1",93
"Sphingopyxis","OG0000137","SPH5500D1",40
"Sphingopyxis","OG0000138","SPH5500D1",388
"Sphingopyxis","OG0000140","SPH5500D1",8260
"Sphingopyxis","OG0000141","SPH5500D1",447
"Sphingopyxis","OG0000142","SPH5500D1",2092
"Sphingopyxis","OG0000143","SPH5500D1",4221
"Sphingopyxis","OG0000144","SPH5500D1",259
"Sphingopyxis","OG0000145","SPH5500D1",1066
"Sphingopyxis","OG0000146","SPH5500D1",251
"Sphingopyxis","OG0000147","SPH5500D1",10549
"Sphingopyxis","OG0000148","SPH5500D1",103
"Sphingopyxis","OG0000149","SPH5500D1",147
"Sphingopyxis","OG0000150","SPH5500D1",1472
"Sphingopyxis","OG0000153","SPH5500D1",6028
"Sphingopyxis","OG0000154","SPH5500D1",2428
"Sphingopyxis","OG0000155","SPH5500D1",233
"Sphingopyxis","OG0000156","SPH5500D1",1535
"Sphingopyxis","OG0000157","SPH5500D1",1846
"Sphingopyxis","OG0000158","SPH5500D1",2568
"Sphingopyxis","OG0000159","SPH5500D1",32
"Sphingopyxis","OG0000160","SPH5500D1",394
"Sphingopyxis","OG0000161","SPH5500D1",307
"Sphingopyxis","OG0000162","SPH5500D1",299
"Sphingopyxis","OG0000163","SPH5500D1",342
"Sphingopyxis","OG0000164","SPH5500D1",373
"Sphingopyxis","OG0000165","SPH5500D1",1513
"Sphingopyxis","OG0000166","SPH5500D1",1136
"Sphingopyxis","OG0000167","SPH5500D1",2799
"Sphingopyxis","OG0000168","SPH5500D1",23
"Sphingopyxis","OG0000169","SPH5500D1",104
"Sphingopyxis","OG0000170","SPH5500D1",726
"Sphingopyxis","OG0000171","SPH5500D1",116
"Sphingopyxis","OG0000173","SPH5500D1",1283
"Sphingopyxis","OG0000174","SPH5500D1",906
"Sphingopyxis","OG0000175","SPH5500D1",1436
"Sphingopyxis","OG0000176","SPH5500D1",230
"Sphingopyxis","OG0000177","SPH5500D1",8050
"Sphingopyxis","OG0000178","SPH5500D1",315
"Sphingopyxis","OG0000179","SPH5500D1",119
"Sphingopyxis","OG0000180","SPH5500D1",1927
"Sphingopyxis","OG0000181","SPH5500D1",38
"Sphingopyxis","OG0000183","SPH5500D1",1238
"Sphingopyxis","OG0000184","SPH5500D1",247
"Sphingopyxis","OG0000185","SPH5500D1",228
"Sphingopyxis","OG0000186","SPH5500D1",67
"Sphingopyxis","OG0000187","SPH5500D1",129
"Sphingopyxis","OG0000188","SPH5500D1",1375
"Sphingopyxis","OG0000189","SPH5500D1",732
"Sphingopyxis","OG0000190","SPH5500D1",1054
"Sphingopyxis","OG0000191","SPH5500D1",163
"Sphingopyxis","OG0000192","SPH5500D1",618
"Sphingopyxis","OG0000193","SPH5500D1",12
"Sphingopyxis","OG0000194","SPH5500D1",232
"Sphingopyxis","OG0000195","SPH5500D1",422
"Sphingopyxis","OG0000196","SPH5500D1",1565
"Sphingopyxis","OG0000197","SPH5500D1",17
"Sphingopyxis","OG0000198","SPH5500D1",55
"Sphingopyxis","OG0000199","SPH5500D1",57
"Sphingopyxis","OG0000200","SPH5500D1",669
"Sphingopyxis","OG0000201","SPH5500D1",644
"Sphingopyxis","OG0000202","SPH5500D1",495
"Sphingopyxis","OG0000203","SPH5500D1",505
"Sphingopyxis","OG0000204","SPH5500D1",2317
"Sphingopyxis","OG0000206","SPH5500D1",503
"Sphingopyxis","OG0000209","SPH5500D1",263
"Sphingopyxis","OG0000210","SPH5500D1",546
"Sphingopyxis","OG0000211","SPH5500D1",37
"Sphingopyxis","OG0000212","SPH5500D1",1154
"Sphingopyxis","OG0000213","SPH5500D1",137
"Sphingopyxis","OG0000214","SPH5500D1",610
"Sphingopyxis","OG0000215","SPH5500D1",861
"Sphingopyxis","OG0000216","SPH5500D1",241
"Sphingopyxis","OG0000217","SPH5500D1",108
"Sphingopyxis","OG0000219","SPH5500D1",158
"Sphingopyxis","OG0000220","SPH5500D1",19932
"Sphingopyxis","OG0000222","SPH5500D1",663
"Sphingopyxis","OG0000223","SPH5500D1",394
"Sphingopyxis","OG0000224","SPH5500D1",354
"Sphingopyxis","OG0000225","SPH5500D1",245
"Sphingopyxis","OG0000226","SPH5500D1",171
"Sphingopyxis","OG0000227","SPH5500D1",4596
"Sphingopyxis","OG0000228","SPH5500D1",1304
"Sphingopyxis","OG0000229","SPH5500D1",199
"Sphingopyxis","OG0000231","SPH5500D1",842
"Sphingopyxis","OG0000233","SPH5500D1",414
"Sphingopyxis","OG0000234","SPH5500D1",849
"Sphingopyxis","OG0000235","SPH5500D1",4814
"Sphingopyxis","OG0000236","SPH5500D1",499
"Sphingopyxis","OG0000237","SPH5500D1",985
"Sphingopyxis","OG0000238","SPH5500D1",237
"Sphingopyxis","OG0000239","SPH5500D1",343
"Sphingopyxis","OG0000240","SPH5500D1",1680
"Sphingopyxis","OG0000241","SPH5500D1",5559
"Sphingopyxis","OG0000242","SPH5500D1",4394
"Sphingopyxis","OG0000243","SPH5500D1",380
"Sphingopyxis","OG0000245","SPH5500D1",1305
"Sphingopyxis","OG0000246","SPH5500D1",64
"Sphingopyxis","OG0000247","SPH5500D1",55
"Sphingopyxis","OG0000248","SPH5500D1",1098
"Sphingopyxis","OG0000249","SPH5500D1",321
"Sphingopyxis","OG0000250","SPH5500D1",197
"Sphingopyxis","OG0000252","SPH5500D1",239
"Sphingopyxis","OG0000253","SPH5500D1",507
"Sphingopyxis","OG0000254","SPH5500D1",888
"Sphingopyxis","OG0000255","SPH5500D1",337
"Sphingopyxis","OG0000256","SPH5500D1",1084
"Sphingopyxis","OG0000258","SPH5500D1",1317
"Sphingopyxis","OG0000259","SPH5500D1",147
"Sphingopyxis","OG0000260","SPH5500D1",1087
"Sphingopyxis","OG0000261","SPH5500D1",11656
"Sphingopyxis","OG0000262","SPH5500D1",1329
"Sphingopyxis","OG0000263","SPH5500D1",535
"Sphingopyxis","OG0000264","SPH5500D1",315
"Sphingopyxis","OG0000265","SPH5500D1",899
"Sphingopyxis","OG0000266","SPH5500D1",243
"Sphingopyxis","OG0000267","SPH5500D1",55
"Sphingopyxis","OG0000268","SPH5500D1",470
"Sphingopyxis","OG0000269","SPH5500D1",830
"Sphingopyxis","OG0000270","SPH5500D1",66
"Sphingopyxis","OG0000273","SPH5500D1",319
"Sphingopyxis","OG0000274","SPH5500D1",67
"Sphingopyxis","OG0000278","SPH5500D1",232
"Sphingopyxis","OG0000279","SPH5500D1",124
"Sphingopyxis","OG0000280","SPH5500D1",236
"Sphingopyxis","OG0000281","SPH5500D1",350
"Sphingopyxis","OG0000282","SPH5500D1",6404
"Sphingopyxis","OG0000283","SPH5500D1",1006
"Sphingopyxis","OG0000285","SPH5500D1",1327
"Sphingopyxis","OG0000286","SPH5500D1",1378
"Sphingopyxis","OG0000287","SPH5500D1",2343
"Sphingopyxis","OG0000288","SPH5500D1",284
"Sphingopyxis","OG0000289","SPH5500D1",259
"Sphingopyxis","OG0000290","SPH5500D1",110
"Sphingopyxis","OG0000291","SPH5500D1",1070
"Sphingopyxis","OG0000292","SPH5500D1",646
"Sphingopyxis","OG0000295","SPH5500D1",219
"Sphingopyxis","OG0000298","SPH5500D1",1223
"Sphingopyxis","OG0000300","SPH5500D1",361
"Sphingopyxis","OG0000301","SPH5500D1",396
"Sphingopyxis","OG0000302","SPH5500D1",86
"Sphingopyxis","OG0000303","SPH5500D1",313
"Sphingopyxis","OG0000304","SPH5500D1",416
"Sphingopyxis","OG0000305","SPH5500D1",539
"Sphingopyxis","OG0000306","SPH5500D1",1335
"Sphingopyxis","OG0000307","SPH5500D1",226
"Sphingopyxis","OG0000309","SPH5500D1",151
"Sphingopyxis","OG0000310","SPH5500D1",202
"Sphingopyxis","OG0000312","SPH5500D1",79
"Sphingopyxis","OG0000313","SPH5500D1",612
"Sphingopyxis","OG0000314","SPH5500D1",460
"Sphingopyxis","OG0000315","SPH5500D1",543
"Sphingopyxis","OG0000316","SPH5500D1",1326
"Sphingopyxis","OG0000317","SPH5500D1",68
"Sphingopyxis","OG0000318","SPH5500D1",1297
"Sphingopyxis","OG0000319","SPH5500D1",142
"Sphingopyxis","OG0000320","SPH5500D1",118
"Sphingopyxis","OG0000321","SPH5500D1",278
"Sphingopyxis","OG0000322","SPH5500D1",961
"Sphingopyxis","OG0000323","SPH5500D1",169
"Sphingopyxis","OG0000324","SPH5500D1",168
"Sphingopyxis","OG0000325","SPH5500D1",386
"Sphingopyxis","OG0000327","SPH5500D1",390
"Sphingopyxis","OG0000329","SPH5500D1",5389
"Sphingopyxis","OG0000330","SPH5500D1",736
"Sphingopyxis","OG0000331","SPH5500D1",511
"Sphingopyxis","OG0000332","SPH5500D1",114
"Sphingopyxis","OG0000333","SPH5500D1",468
"Sphingopyxis","OG0000334","SPH5500D1",65
"Sphingopyxis","OG0000335","SPH5500D1",1818
"Sphingopyxis","OG0000338","SPH5500D1",171
"Sphingopyxis","OG0000339","SPH5500D1",978
"Sphingopyxis","OG0000340","SPH5500D1",542
"Sphingopyxis","OG0000341","SPH5500D1",186
"Sphingopyxis","OG0000342","SPH5500D1",1111
"Sphingopyxis","OG0000343","SPH5500D1",265
"Sphingopyxis","OG0000344","SPH5500D1",373
"Sphingopyxis","OG0000346","SPH5500D1",1261
"Sphingopyxis","OG0000347","SPH5500D1",623
"Sphingopyxis","OG0000348","SPH5500D1",285
"Sphingopyxis","OG0000349","SPH5500D1",2471
"Sphingopyxis","OG0000350","SPH5500D1",354
"Sphingopyxis","OG0000351","SPH5500D1",42
"Sphingopyxis","OG0000353","SPH5500D1",152
"Sphingopyxis","OG0000354","SPH5500D1",359
"Sphingopyxis","OG0000355","SPH5500D1",257
"Sphingopyxis","OG0000356","SPH5500D1",43
"Sphingopyxis","OG0000357","SPH5500D1",252
"Sphingopyxis","OG0000358","SPH5500D1",709
"Sphingopyxis","OG0000360","SPH5500D1",761
"Sphingopyxis","OG0000361","SPH5500D1",320
"Sphingopyxis","OG0000364","SPH5500D1",641
"Sphingopyxis","OG0000365","SPH5500D1",3282
"Sphingopyxis","OG0000366","SPH5500D1",763
"Sphingopyxis","OG0000367","SPH5500D1",292
"Sphingopyxis","OG0000368","SPH5500D1",326
"Sphingopyxis","OG0000369","SPH5500D1",1037
"Sphingopyxis","OG0000370","SPH5500D1",95
"Sphingopyxis","OG0000371","SPH5500D1",1274
"Sphingopyxis","OG0000372","SPH5500D1",21
"Sphingopyxis","OG0000373","SPH5500D1",112
"Sphingopyxis","OG0000374","SPH5500D1",10717
"Sphingopyxis","OG0000375","SPH5500D1",38
"Sphingopyxis","OG0000377","SPH5500D1",108
"Sphingopyxis","OG0000378","SPH5500D1",436
"Sphingopyxis","OG0000379","SPH5500D1",1462
"Sphingopyxis","OG0000380","SPH5500D1",234
"Sphingopyxis","OG0000381","SPH5500D1",172
"Sphingopyxis","OG0000382","SPH5500D1",436
"Sphingopyxis","OG0000383","SPH5500D1",777
"Sphingopyxis","OG0000385","SPH5500D1",48
"Sphingopyxis","OG0000386","SPH5500D1",637
"Sphingopyxis","OG0000388","SPH5500D1",268
"Sphingopyxis","OG0000389","SPH5500D1",652
"Sphingopyxis","OG0000390","SPH5500D1",1447
"Sphingopyxis","OG0000391","SPH5500D1",300
"Sphingopyxis","OG0000392","SPH5500D1",123
"Sphingopyxis","OG0000393","SPH5500D1",71
"Sphingopyxis","OG0000394","SPH5500D1",559
"Sphingopyxis","OG0000395","SPH5500D1",48
"Sphingopyxis","OG0000396","SPH5500D1",234
"Sphingopyxis","OG0000397","SPH5500D1",369
"Sphingopyxis","OG0000398","SPH5500D1",244
"Sphingopyxis","OG0000399","SPH5500D1",570
"Sphingopyxis","OG0000400","SPH5500D1",553
"Sphingopyxis","OG0000401","SPH5500D1",103
"Sphingopyxis","OG0000402","SPH5500D1",183
"Sphingopyxis","OG0000403","SPH5500D1",371
"Sphingopyxis","OG0000404","SPH5500D1",19975
"Sphingopyxis","OG0000405","SPH5500D1",447
"Sphingopyxis","OG0000406","SPH5500D1",785
"Sphingopyxis","OG0000407","SPH5500D1",539
"Sphingopyxis","OG0000408","SPH5500D1",439
"Sphingopyxis","OG0000409","SPH5500D1",876
"Sphingopyxis","OG0000410","SPH5500D1",585
"Sphingopyxis","OG0000411","SPH5500D1",229
"Sphingopyxis","OG0000412","SPH5500D1",279
"Sphingopyxis","OG0000413","SPH5500D1",279
"Sphingopyxis","OG0000414","SPH5500D1",113
"Sphingopyxis","OG0000415","SPH5500D1",989
"Sphingopyxis","OG0000416","SPH5500D1",131
"Sphingopyxis","OG0000417","SPH5500D1",2165
"Sphingopyxis","OG0000418","SPH5500D1",372
"Sphingopyxis","OG0000419","SPH5500D1",415
"Sphingopyxis","OG0000420","SPH5500D1",254
"Sphingopyxis","OG0000421","SPH5500D1",253
"Sphingopyxis","OG0000422","SPH5500D1",848
"Sphingopyxis","OG0000423","SPH5500D1",28
"Sphingopyxis","OG0000424","SPH5500D1",1366
"Sphingopyxis","OG0000426","SPH5500D1",242
"Sphingopyxis","OG0000427","SPH5500D1",338
"Sphingopyxis","OG0000428","SPH5500D1",302
"Sphingopyxis","OG0000429","SPH5500D1",15
"Sphingopyxis","OG0000431","SPH5500D1",170
"Sphingopyxis","OG0000432","SPH5500D1",20
"Sphingopyxis","OG0000433","SPH5500D1",414
"Sphingopyxis","OG0000435","SPH5500D1",113
"Sphingopyxis","OG0000436","SPH5500D1",207
"Sphingopyxis","OG0000437","SPH5500D1",62
"Sphingopyxis","OG0000439","SPH5500D1",736
"Sphingopyxis","OG0000440","SPH5500D1",309
"Sphingopyxis","OG0000444","SPH5500D1",502
"Sphingopyxis","OG0000445","SPH5500D1",67
"Sphingopyxis","OG0000446","SPH5500D1",17
"Sphingopyxis","OG0000448","SPH5500D1",615
"Sphingopyxis","OG0000449","SPH5500D1",102
"Sphingopyxis","OG0000450","SPH5500D1",408
"Sphingopyxis","OG0000451","SPH5500D1",107
"Sphingopyxis","OG0000452","SPH5500D1",1027
"Sphingopyxis","OG0000453","SPH5500D1",258
"Sphingopyxis","OG0000454","SPH5500D1",420
"Sphingopyxis","OG0000455","SPH5500D1",129
"Sphingopyxis","OG0000456","SPH5500D1",872
"Sphingopyxis","OG0000457","SPH5500D1",333
"Sphingopyxis","OG0000458","SPH5500D1",1633
"Sphingopyxis","OG0000459","SPH5500D1",996
"Sphingopyxis","OG0000460","SPH5500D1",429
"Sphingopyxis","OG0000462","SPH5500D1",57
"Sphingopyxis","OG0000463","SPH5500D1",918
"Sphingopyxis","OG0000464","SPH5500D1",994
"Sphingopyxis","OG0000465","SPH5500D1",343
"Sphingopyxis","OG0000466","SPH5500D1",1410
"Sphingopyxis","OG0000467","SPH5500D1",130
"Sphingopyxis","OG0000468","SPH5500D1",408
"Sphingopyxis","OG0000469","SPH5500D1",51
"Sphingopyxis","OG0000470","SPH5500D1",116
"Sphingopyxis","OG0000471","SPH5500D1",390
"Sphingopyxis","OG0000472","SPH5500D1",273
"Sphingopyxis","OG0000473","SPH5500D1",293
"Sphingopyxis","OG0000475","SPH5500D1",5724
"Sphingopyxis","OG0000477","SPH5500D1",9
"Sphingopyxis","OG0000478","SPH5500D1",78
"Sphingopyxis","OG0000479","SPH5500D1",238
"Sphingopyxis","OG0000481","SPH5500D1",5114
"Sphingopyxis","OG0000482","SPH5500D1",503
"Sphingopyxis","OG0000483","SPH5500D1",344
"Sphingopyxis","OG0000485","SPH5500D1",2166
"Sphingopyxis","OG0000486","SPH5500D1",74
"Sphingopyxis","OG0000487","SPH5500D1",46
"Sphingopyxis","OG0000488","SPH5500D1",645
"Sphingopyxis","OG0000489","SPH5500D1",178
"Sphingopyxis","OG0000490","SPH5500D1",34
"Sphingopyxis","OG0000491","SPH5500D1",142
"Sphingopyxis","OG0000492","SPH5500D1",856
"Sphingopyxis","OG0000493","SPH5500D1",83
"Sphingopyxis","OG0000495","SPH5500D1",79
"Sphingopyxis","OG0000497","SPH5500D1",104
"Sphingopyxis","OG0000498","SPH5500D1",167
"Sphingopyxis","OG0000499","SPH5500D1",220
"Sphingopyxis","OG0000500","SPH5500D1",284
"Sphingopyxis","OG0000501","SPH5500D1",4505
"Sphingopyxis","OG0000502","SPH5500D1",102
"Sphingopyxis","OG0000503","SPH5500D1",703
"Sphingopyxis","OG0000504","SPH5500D1",658
"Sphingopyxis","OG0000505","SPH5500D1",285
"Sphingopyxis","OG0000506","SPH5500D1",908
"Sphingopyxis","OG0000507","SPH5500D1",576
"Sphingopyxis","OG0000508","SPH5500D1",228
"Sphingopyxis","OG0000509","SPH5500D1",31
"Sphingopyxis","OG0000511","SPH5500D1",594
"Sphingopyxis","OG0000512","SPH5500D1",565
"Sphingopyxis","OG0000513","SPH5500D1",217
"Sphingopyxis","OG0000514","SPH5500D1",161
"Sphingopyxis","OG0000515","SPH5500D1",171
"Sphingopyxis","OG0000516","SPH5500D1",731
"Sphingopyxis","OG0000517","SPH5500D1",571
"Sphingopyxis","OG0000518","SPH5500D1",2239
"Sphingopyxis","OG0000519","SPH5500D1",196
"Sphingopyxis","OG0000520","SPH5500D1",648
"Sphingopyxis","OG0000521","SPH5500D1",295
"Sphingopyxis","OG0000522","SPH5500D1",443
"Sphingopyxis","OG0000523","SPH5500D1",222
"Sphingopyxis","OG0000524","SPH5500D1",164
"Sphingopyxis","OG0000525","SPH5500D1",41
"Sphingopyxis","OG0000526","SPH5500D1",87
"Sphingopyxis","OG0000527","SPH5500D1",691
"Sphingopyxis","OG0000528","SPH5500D1",271
"Sphingopyxis","OG0000529","SPH5500D1",75
"Sphingopyxis","OG0000530","SPH5500D1",228
"Sphingopyxis","OG0000531","SPH5500D1",399
"Sphingopyxis","OG0000532","SPH5500D1",85
"Sphingopyxis","OG0000533","SPH5500D1",1157
"Sphingopyxis","OG0000534","SPH5500D1",2771
"Sphingopyxis","OG0000535","SPH5500D1",1435
"Sphingopyxis","OG0000536","SPH5500D1",1058
"Sphingopyxis","OG0000537","SPH5500D1",5401
"Sphingopyxis","OG0000538","SPH5500D1",1158
"Sphingopyxis","OG0000539","SPH5500D1",320
"Sphingopyxis","OG0000540","SPH5500D1",4672
"Sphingopyxis","OG0000541","SPH5500D1",186
"Sphingopyxis","OG0000542","SPH5500D1",383
"Sphingopyxis","OG0000543","SPH5500D1",635
"Sphingopyxis","OG0000544","SPH5500D1",926
"Sphingopyxis","OG0000545","SPH5500D1",339
"Sphingopyxis","OG0000546","SPH5500D1",127
"Sphingopyxis","OG0000547","SPH5500D1",232
"Sphingopyxis","OG0000550","SPH5500D1",13299
"Sphingopyxis","OG0000552","SPH5500D1",2922
"Sphingopyxis","OG0000553","SPH5500D1",454
"Sphingopyxis","OG0000555","SPH5500D1",162
"Sphingopyxis","OG0000556","SPH5500D1",248
"Sphingopyxis","OG0000557","SPH5500D1",124
"Sphingopyxis","OG0000558","SPH5500D1",80
"Sphingopyxis","OG0000559","SPH5500D1",121
"Sphingopyxis","OG0000560","SPH5500D1",190
"Sphingopyxis","OG0000561","SPH5500D1",342
"Sphingopyxis","OG0000563","SPH5500D1",31
"Sphingopyxis","OG0000565","SPH5500D1",1758
"Sphingopyxis","OG0000566","SPH5500D1",93
"Sphingopyxis","OG0000567","SPH5500D1",125
"Sphingopyxis","OG0000568","SPH5500D1",298
"Sphingopyxis","OG0000569","SPH5500D1",171
"Sphingopyxis","OG0000571","SPH5500D1",45
"Sphingopyxis","OG0000572","SPH5500D1",157
"Sphingopyxis","OG0000573","SPH5500D1",163
"Sphingopyxis","OG0000574","SPH5500D1",434
"Sphingopyxis","OG0000576","SPH5500D1",150
"Sphingopyxis","OG0000577","SPH5500D1",226
"Sphingopyxis","OG0000578","SPH5500D1",1998
"Sphingopyxis","OG0000579","SPH5500D1",13
"Sphingopyxis","OG0000581","SPH5500D1",1396
"Sphingopyxis","OG0000582","SPH5500D1",682
"Sphingopyxis","OG0000583","SPH5500D1",120
"Sphingopyxis","OG0000584","SPH5500D1",341
"Sphingopyxis","OG0000585","SPH5500D1",56
"Sphingopyxis","OG0000586","SPH5500D1",101
"Sphingopyxis","OG0000587","SPH5500D1",390
"Sphingopyxis","OG0000588","SPH5500D1",196
"Sphingopyxis","OG0000589","SPH5500D1",146
"Sphingopyxis","OG0000590","SPH5500D1",25
"Sphingopyxis","OG0000591","SPH5500D1",984
"Sphingopyxis","OG0000592","SPH5500D1",779
"Sphingopyxis","OG0000593","SPH5500D1",116
"Sphingopyxis","OG0000594","SPH5500D1",80
"Sphingopyxis","OG0000595","SPH5500D1",698
"Sphingopyxis","OG0000596","SPH5500D1",37
"Sphingopyxis","OG0000597","SPH5500D1",29
"Sphingopyxis","OG0000598","SPH5500D1",609
"Sphingopyxis","OG0000599","SPH5500D1",189
"Sphingopyxis","OG0000600","SPH5500D1",849
"Sphingopyxis","OG0000601","SPH5500D1",457
"Sphingopyxis","OG0000602","SPH5500D1",298
"Sphingopyxis","OG0000603","SPH5500D1",198
"Sphingopyxis","OG0000604","SPH5500D1",377
"Sphingopyxis","OG0000605","SPH5500D1",902
"Sphingopyxis","OG0000606","SPH5500D1",1038
"Sphingopyxis","OG0000607","SPH5500D1",378
"Sphingopyxis","OG0000608","SPH5500D1",560
"Sphingopyxis","OG0000609","SPH5500D1",217
"Sphingopyxis","OG0000610","SPH5500D1",207
"Sphingopyxis","OG0000611","SPH5500D1",1012
"Sphingopyxis","OG0000612","SPH5500D1",237
"Sphingopyxis","OG0000613","SPH5500D1",3724
"Sphingopyxis","OG0000614","SPH5500D1",243
"Sphingopyxis","OG0000615","SPH5500D1",87
"Sphingopyxis","OG0000616","SPH5500D1",221
"Sphingopyxis","OG0000617","SPH5500D1",308
"Sphingopyxis","OG0000618","SPH5500D1",104
"Sphingopyxis","OG0000619","SPH5500D1",0
"Sphingopyxis","OG0000620","SPH5500D1",813
"Sphingopyxis","OG0000621","SPH5500D1",150
"Sphingopyxis","OG0000622","SPH5500D1",9160
"Sphingopyxis","OG0000623","SPH5500D1",75
"Sphingopyxis","OG0000624","SPH5500D1",19535
"Sphingopyxis","OG0000625","SPH5500D1",36
"Sphingopyxis","OG0000627","SPH5500D1",1534
"Sphingopyxis","OG0000629","SPH5500D1",842
"Sphingopyxis","OG0000630","SPH5500D1",68
"Sphingopyxis","OG0000631","SPH5500D1",163
"Sphingopyxis","OG0000632","SPH5500D1",365
"Sphingopyxis","OG0000633","SPH5500D1",73
"Sphingopyxis","OG0000634","SPH5500D1",62
"Sphingopyxis","OG0000635","SPH5500D1",1283
"Sphingopyxis","OG0000636","SPH5500D1",105
"Sphingopyxis","OG0000637","SPH5500D1",3359
"Sphingopyxis","OG0000638","SPH5500D1",173
"Sphingopyxis","OG0000639","SPH5500D1",67
"Sphingopyxis","OG0000640","SPH5500D1",244
"Sphingopyxis","OG0000641","SPH5500D1",97
"Sphingopyxis","OG0000642","SPH5500D1",789
"Sphingopyxis","OG0000643","SPH5500D1",1312
"Sphingopyxis","OG0000646","SPH5500D1",316
"Sphingopyxis","OG0000647","SPH5500D1",252
"Sphingopyxis","OG0000648","SPH5500D1",138
"Sphingopyxis","OG0000649","SPH5500D1",326
"Sphingopyxis","OG0000650","SPH5500D1",404
"Sphingopyxis","OG0000651","SPH5500D1",401
"Sphingopyxis","OG0000652","SPH5500D1",243
"Sphingopyxis","OG0000653","SPH5500D1",32
"Sphingopyxis","OG0000654","SPH5500D1",1011
"Sphingopyxis","OG0000655","SPH5500D1",710
"Sphingopyxis","OG0000656","SPH5500D1",85
"Sphingopyxis","OG0000657","SPH5500D1",72
