contrast,orthofinder_orthogroup,member_strains,n_member_strains,Halomonas_present,Psychrobacter_present,Aequorivita_present,Sphingopyxis_present,Halomonas_direction,Psychrobacter_direction,Aequorivita_direction,Sphingopyxis_direction
D55_vs_D0,OG0002185,Sphingopyxis,1,False,False,False,True,,,,up
D55_vs_D0,OG0002188,Sphingopyxis,1,False,False,False,True,,,,down
D55_vs_D0,OG0002191,Sphingopyxis,1,False,False,False,True,,,,down
D55_vs_D0,OG0002192,Psychrobacter;Sphingopyxis,2,False,True,False,True,,up,,down
D55_vs_D0,OG0002193,Psychrobacter;Sphingopyxis,2,False,True,False,True,,up,,down
D55_vs_D0,OG0002194,Psychrobacter;Sphingopyxis,2,False,True,False,True,,up,,down
D55_vs_D0,OG0002195,Psychrobacter;Sphingopyxis,2,False,True,False,True,,up,,down
D55_vs_D0,OG0002196,Psychrobacter;Sphingopyxis,2,False,True,False,True,,up,,down
D55_vs_D0,OG0002197,Psychrobacter;Sphingopyxis,2,False,True,False,True,,up,,down
D55_vs_D0,OG0002199,Psychrobacter,1,False,True,False,False,,down,,
D55_vs_D0,OG0002206,Sphingopyxis,1,False,False,False,True,,,,down
D55_vs_D0,OG0002207,Psychrobacter,1,False,True,False,False,,up,,
D55_vs_D0,OG0002212,Sphingopyxis,1,False,False,False,True,,,,down
D55_vs_D0,OG0002213,Psychrobacter,1,False,True,False,False,,up,,
D55_vs_D0,OG0002215,Sphingopyxis,1,False,False,False,True,,,,up
D55_vs_D0,OG0002217,Sphingopyxis,1,False,False,False,True,,,,up
D55_vs_D0,OG0002218,Sphingopyxis,1,False,False,False,True,,,,up
D55_vs_D0,OG0002221,Sphingopyxis,1,False,False,False,True,,,,down
D55_vs_D0,OG0002222,Sphingopyxis,1,False,False,False,True,,,,down
D55_vs_D0,OG0002227,Sphingopyxis,1,False,False,False,True,,,,down
D55_vs_D0,OG0002228,Psychrobacter,1,False,True,False,False,,down,,
D55_vs_D0,OG0002230,Psychrobacter,1,False,True,False,False,,down,,
D55_vs_D0,OG0002231,Psychrobacter,1,False,True,False,False,,up,,
D55_vs_D0,OG0002232,Sphingopyxis,1,False,False,False,True,,,,down
D55_vs_D0,OG0002234,Sphingopyxis,1,False,False,False,True,,,,down
D55_vs_D0,OG0002237,Sphingopyxis,1,False,False,False,True,,,,down
D55_vs_D0,OG0002239,Psychrobacter,1,False,True,False,False,,down,,
D55_vs_D0,OG0002241,Psychrobacter,1,False,True,False,False,,down,,
D55_vs_D0,OG0002243,Sphingopyxis,1,False,False,False,True,,,,up
D55_vs_D0,OG0002245,Psychrobacter;Sphingopyxis,2,False,True,False,True,,down,,down
D55_vs_D0,OG0002248,Sphingopyxis,1,False,False,False,True,,,,down
D55_vs_D0,OG0002251,Sphingopyxis,1,False,False,False,True,,,,up
D55_vs_D0,OG0002256,Psychrobacter;Sphingopyxis,2,False,True,False,True,,down,,down
D55_vs_D0,OG0002258,Sphingopyxis,1,False,False,False,True,,,,up
D55_vs_D0,OG0002260,Sphingopyxis,1,False,False,False,True,,,,down
D55_vs_D0,OG0002261,Sphingopyxis,1,False,False,False,True,,,,down
D55_vs_D0,OG0002264,Sphingopyxis,1,False,False,False,True,,,,down
D55_vs_D0,OG0002265,Sphingopyxis,1,False,False,False,True,,,,down
D55_vs_D0,OG0002268,Sphingopyxis,1,False,False,False,True,,,,up
D55_vs_D0,OG0002269,Sphingopyxis,1,False,False,False,True,,,,down
D55_vs_D0,OG0002270,Sphingopyxis,1,False,False,False,True,,,,down
D55_vs_D0,OG0002275,Sphingopyxis,1,False,False,False,True,,,,down
D55_vs_D0,OG0002276,Sphingopyxis,1,False,False,False,True,,,,up
D55_vs_D0,OG0002277,Sphingopyxis,1,False,False,False,True,,,,down
D55_vs_D0,OG0002279,Sphingopyxis,1,False,False,False,True,,,,up
D55_vs_D0,OG0002281,Sphingopyxis,1,False,False,False,True,,,,down
D55_vs_D0,OG0002283,Sphingopyxis,1,False,False,False,True,,,,up
D55_vs_D0,OG0002286,Sphingopyxis,1,False,False,False,True,,,,up
D55_vs_D0,OG0002288,Sphingopyxis,1,False,False,False,True,,,,down
D55_vs_D0,OG0002289,Sphingopyxis,1,False,False,False,True,,,,down
D55_vs_D0,OG0002291,Sphingopyxis,1,False,False,False,True,,,,down
D55_vs_D0,OG0002292,Sphingopyxis,1,False,False,False,True,,,,up
D55_vs_D0,OG0002293,Sphingopyxis,1,False,False,False,True,,,,up
D55_vs_D0,OG0002295,Sphingopyxis,1,False,False,False,True,,,,up
D55_vs_D0,OG0002298,Sphingopyxis,1,False,False,False,True,,,,up
D55_vs_D0,OG0002302,Sphingopyxis,1,False,False,False,True,,,,down
D55_vs_D0,OG0002304,Sphingopyxis,1,False,False,False,True,,,,down
D55_vs_D0,OG0002307,Sphingopyxis,1,False,False,False,True,,,,down
D55_vs_D0,OG0002309,Sphingopyxis,1,False,False,False,True,,,,down
D55_vs_D0,OG0002310,Sphingopyxis,1,False,False,False,True,,,,up
D55_vs_D0,OG0002312,Sphingopyxis,1,False,False,False,True,,,,down
D55_vs_D0,OG0002315,Sphingopyxis,1,False,False,False,True,,,,down
D55_vs_D0,OG0002316,Sphingopyxis,1,False,False,False,True,,,,down
D55_vs_D0,OG0002326,Sphingopyxis,1,False,False,False,True,,,,up
D55_vs_D0,OG0002328,Sphingopyxis,1,False,False,False,True,,,,up
D55_vs_D0,OG0002329,Sphingopyxis,1,False,False,False,True,,,,down
D55_vs_D0,OG0002330,Sphingopyxis,1,False,False,False,True,,,,up
D55_vs_D0,OG0002335,Sphingopyxis,1,False,False,False,True,,,,up
D55_vs_D0,OG0002337,Sphingopyxis,1,False,False,False,True,,,,up
D55_vs_D0,OG0002338,Sphingopyxis,1,False,False,False,True,,,,down
D55_vs_D0,OG0002341,Sphingopyxis,1,False,False,False,True,,,,down
D55_vs_D0,OG0002344,Sphingopyxis,1,False,False,False,True,,,,down
D55_vs_D0,OG0002347,Sphingopyxis,1,False,False,False,True,,,,down
D55_vs_D0,OG0002348,Sphingopyxis,1,False,False,False,True,,,,down
D55_vs_D0,OG0002349,Sphingopyxis,1,False,False,False,True,,,,down
D55_vs_D0,OG0002350,Sphingopyxis,1,False,False,False,True,,,,up
D55_vs_D0,OG0002353,Sphingopyxis,1,False,False,False,True,,,,down
D55_vs_D0,OG0002355,Sphingopyxis,1,False,False,False,True,,,,down
D55_vs_D0,OG0002362,Sphingopyxis,1,False,False,False,True,,,,down
D55_vs_D0,OG0002363,Sphingopyxis,1,False,False,False,True,,,,up
D55_vs_D0,OG0002373,Sphingopyxis,1,False,False,False,True,,,,up
