orthofinder_orthogroup,strain,contrast,logFC,FDR,OG_gene_symbol,representative_product,ko_terms,pathway_names,cog_category_names,min_FDR,max_abs_logFC
OG0000174,Sphingopyxis,D55_vs_D0,-1.14808873860888,3.30503908009362e-07,erpA,MULTISPECIES: iron-sulfur cluster insertion protein ErpA,K13628;K15724,,S: Function unknown;C: Energy production and conversion,3.30503908009362e-07,1.79226879420936
OG0001467,Psychrobacter,D55_vs_B55,1.93589253212278,3.38133235668278e-07,gene1979,GlsB/YeaQ/YmgE family stress response membrane protein,,,S: Function unknown,3.38133235668278e-07,1.93589253212278
OG0002135,Psychrobacter,D55_vs_B55,2.29415898657281,3.40154840255494e-07,gene2574,MULTISPECIES: isochorismatase family protein,,,Q: Secondary metabolites biosynthesis;transport and catabolism,3.40154840255494e-07,2.29415898657281
OG0000421,Aequorivita,D55_vs_D0,1.65972006404211,3.42779019714732e-07,dnaB,replicative DNA helicase,K02314,Cell cycle - Caulobacter;DNA replication,L: Replication;recombination and repair,3.42779019714732e-07,1.65972006404211
OG0000840,Psychrobacter,D55_vs_B55,-1.20735374041149,3.49450458867674e-07,bacA,MULTISPECIES: undecaprenyl-diphosphate phosphatase,K06153,Peptidoglycan biosynthesis;Teichoic acid biosynthesis,V: Defense mechanisms,3.49450458867674e-07,1.20735374041149
OG0000947,Psychrobacter,D55_vs_D0,2.13070083550384,3.55598175006286e-07,nfrA1,MULTISPECIES: oxygen-insensitive NADPH nitroreductase,K19285,Metabolic pathways;Riboflavin metabolism,C: Energy production and conversion,3.55598175006286e-07,2.13070083550384
OG0001426,Sphingopyxis,D55_vs_D0,-1.04978342507095,3.55623621770705e-07,ilvH,acetolactate synthase small subunit,K01653,2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids;Biosynthesis of secondary metabolites;Butanoate metabolism;C5-Branched dibasic acid metabolism;Metabolic pathways;Pantothenate and CoA biosynthesis;Valine;leucine and isoleucine biosynthesis,E: Amino acid transport and metabolism,3.55623621770705e-07,1.04978342507095
OG0001784,Halomonas,D55_vs_B55,1.61887168083183,3.56828975891529e-07,ectB,MULTISPECIES: diaminobutyrate--2-oxoglutarate transaminase,K00836,2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids;Biosynthesis of secondary metabolites;Biosynthesis of various siderophores;Glycine;serine and threonine metabolism;Metabolic pathways;Microbial metabolism in diverse environments,E: Amino acid transport and metabolism,3.56828975891529e-07,1.61887168083183
OG0000385,Psychrobacter,D55_vs_B55,1.12160697731866,3.64885480491743e-07,yciA,acyl-CoA thioesterase,K10806,Biosynthesis of unsaturated fatty acids,I: Lipid transport and metabolism,3.64885480491743e-07,1.12160697731866
OG0002311,Sphingopyxis,D55_vs_B55,1.04862217518266,3.65215532654873e-07,gene0977,MULTISPECIES: hypothetical protein,,,S: Function unknown,3.65215532654873e-07,1.04862217518266
OG0002180,Psychrobacter,D55_vs_B55,1.18446671653698,3.69460086719011e-07,fadA,MULTISPECIES: thiolase family protein,,,I: Lipid transport and metabolism,3.69460086719011e-07,1.18903641353494
OG0000632,Halomonas,D55_vs_B55,2.30715856625364,3.7551217297397e-07,ebfC,MULTISPECIES: YbaB/EbfC family nucleoid-associated protein,K09747,,S: Function unknown,3.7551217297397e-07,2.30715856625364
OG0001604,Psychrobacter,D55_vs_B55,1.86495727363824,3.93991718464856e-07,gene2300,MULTISPECIES: DUF2147 domain-containing protein,,,S: Function unknown,3.93991718464856e-07,1.86495727363824
OG0001890,Halomonas,D55_vs_D0,1.13301800574955,3.94738249869928e-07,sthA,Si-specific NAD(P)(+) transhydrogenase,K00322,Metabolic pathways;Nicotinate and nicotinamide metabolism,C: Energy production and conversion,3.94738249869928e-07,1.13301800574955
OG0000625,Halomonas,D55_vs_B55,1.5050883198384,4.07079945154968e-07,yhfA,osmotically inducible protein C,K07397;K06889;K26996,,O: Posttranslational modification;protein turnover;chaperones;S: Function unknown,4.07079945154968e-07,1.5050883198384
OG0000207,Halomonas,D55_vs_D0,1.88661394537961,4.08832102014586e-07,uspE,MULTISPECIES: universal stress protein,K06149,,T: Signal transduction mechanisms,4.08832102014586e-07,2.08137873972585
OG0002010,Halomonas,D55_vs_D0,-1.40311521635837,4.10142840052479e-07,prpC,MULTISPECIES: 2-methylcitrate synthase,K01659,2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids;Biosynthesis of secondary metabolites;Carbon metabolism;Citrate cycle (TCA cycle);Glyoxylate and dicarboxylate metabolism;Metabolic pathways;Microbial metabolism in diverse environments;Propanoate metabolism,C: Energy production and conversion,4.10142840052479e-07,2.58135775754404
OG0001299,Halomonas,D55_vs_D0,1.8271984035838,4.10513668273937e-07,ddpD,MULTISPECIES: ABC transporter ATP-binding protein,K02031;K12371,Quorum sensing;ABC transporters,P: Inorganic ion transport and metabolism;E: Amino acid transport and metabolism,4.10513668273937e-07,1.90919902674828
OG0000756,Aequorivita,D55_vs_D0,-1.41742232249038,4.29621458197905e-07,eno,MULTISPECIES: phosphopyruvate hydratase,K01689,Biosynthesis of amino acids;Biosynthesis of secondary metabolites;Carbon metabolism;Cytoskeleton in muscle cells;Glycolysis / Gluconeogenesis;HIF-1 signaling pathway;Metabolic pathways;Methane metabolism;Microbial metabolism in diverse environments;RNA degradation,G: Carbohydrate transport and metabolism,4.29621458197905e-07,1.41742232249038
OG0001233,Psychrobacter,D55_vs_B55,1.56990838135098,4.43060242161974e-07,zur,transcriptional repressor,K09823,Quorum sensing,P: Inorganic ion transport and metabolism,4.43060242161974e-07,1.56990838135098
OG0000328,Aequorivita,D55_vs_D0,1.4156610292606,4.57287548825392e-07,umuC,Y-family DNA polymerase,K03502,,L: Replication;recombination and repair,4.57287548825392e-07,1.4156610292606
OG0002077,Halomonas,D55_vs_B55,-1.5200296293289,4.58349008893084e-07,pta,phosphate acetyltransferase,K13788,Carbon metabolism;Metabolic pathways;Methane metabolism;Microbial metabolism in diverse environments;Other carbon fixation pathways;Propanoate metabolism;Pyruvate metabolism;Taurine and hypotaurine metabolism,C: Energy production and conversion,4.58349008893084e-07,1.5200296293289
OG0000639,Aequorivita,D55_vs_B55,1.72262920007182,4.5847145297419e-07,pdxH,pyridoxamine 5'-phosphate oxidase,K00275,Biosynthesis of cofactors;Metabolic pathways;Microbial metabolism in diverse environments;Vitamin B6 metabolism,H: Coenzyme transport and metabolism,4.5847145297419e-07,1.72262920007182
OG0000224,Aequorivita,D55_vs_D0,1.15550424021813,4.60512304677721e-07,parB,partitioning protein,K03497,,K: Transcription,4.60512304677721e-07,1.15550424021813
OG0000744,Halomonas,D55_vs_B55,-1.07489198373822,4.69129248075332e-07,purF,amidophosphoribosyltransferase,K00764,Alanine;aspartate and glutamate metabolism;Biosynthesis of secondary metabolites;Metabolic pathways;Purine metabolism,F: Nucleotide transport and metabolism,4.69129248075332e-07,1.07489198373822
OG0001093,Halomonas,D55_vs_D0,-1.38171708903286,4.80454572221602e-07,gpmI,"MULTISPECIES: 2,3-bisphosphoglycerate-independent phosphoglycerate mutase",K15633,Biosynthesis of amino acids;Biosynthesis of secondary metabolites;Carbon metabolism;Glycine;serine and threonine metabolism;Glycolysis / Gluconeogenesis;Metabolic pathways;Methane metabolism;Microbial metabolism in diverse environments,G: Carbohydrate transport and metabolism,4.80454572221602e-07,1.38171708903286
OG0000609,Halomonas,D55_vs_B55,-1.38502672847517,4.84045743844269e-07,nadC,nicotinate-nucleotide diphosphorylase (carboxylating),K00767,Biosynthesis of cofactors;Metabolic pathways;Nicotinate and nicotinamide metabolism,H: Coenzyme transport and metabolism,4.84045743844269e-07,1.38502672847517
OG0001254,Halomonas,D55_vs_D0,-1.69177909998368,4.9505246643316e-07,aroF,MULTISPECIES: 3-deoxy-7-phosphoheptulonate synthase,K01626,Biosynthesis of amino acids;Biosynthesis of secondary metabolites;Metabolic pathways;Phenylalanine;tyrosine and tryptophan biosynthesis;Quorum sensing,E: Amino acid transport and metabolism,4.9505246643316e-07,1.69177909998368
OG0000384,Psychrobacter,D55_vs_D0,1.37398549360627,5.12225655053456e-07,ansA,asparaginase,K01424,Alanine;aspartate and glutamate metabolism;Biosynthesis of secondary metabolites;Cyanoamino acid metabolism;Metabolic pathways,E: Amino acid transport and metabolism;J: Translation;ribosomal structure and biogenesis,5.12225655053456e-07,1.37398549360627
OG0001991,Sphingopyxis,D55_vs_D0,-1.45690458983996,5.14170281079496e-07,motB,MULTISPECIES: flagellar motor protein MotB,K02557,Bacterial chemotaxis;Flagellar assembly,N: Cell motility,5.14170281079496e-07,1.45690458983996
OG0002112,Halomonas,D55_vs_B55,1.25502232368606,5.14252205059385e-07,rpiA,MULTISPECIES: ribose-5-phosphate isomerase RpiA,K01807,Biosynthesis of amino acids;Biosynthesis of secondary metabolites;Carbon fixation by Calvin cycle;Carbon metabolism;Metabolic pathways;Microbial metabolism in diverse environments;Pentose phosphate pathway,G: Carbohydrate transport and metabolism,5.14252205059385e-07,1.25502232368606
OG0000368,Halomonas,D55_vs_D0,1.66958468880761,5.22351564097848e-07,hydA,MULTISPECIES: dihydropyrimidinase,K01464;K01465,Drug metabolism - other enzymes;Metabolic pathways;Pantothenate and CoA biosynthesis;Pyrimidine metabolism;beta-Alanine metabolism;Biosynthesis of cofactors,F: Nucleotide transport and metabolism,5.22351564097848e-07,1.66958468880761
OG0001521,Halomonas,D55_vs_D0,1.13386931663669,5.26358069108457e-07,rfbD,MULTISPECIES: dTDP-4-dehydrorhamnose reductase,K00067,Biosynthesis of nucleotide sugars;Biosynthesis of secondary metabolites;Biosynthesis of various nucleotide sugars;Metabolic pathways;Polyketide sugar unit biosynthesis;Streptomycin biosynthesis,M: Cell wall/membrane/envelope biogenesis,5.26358069108457e-07,1.13699910017779
OG0002178,Sphingopyxis,D55_vs_D0,-1.08345154136636,5.34322390380547e-07,mmgC,MULTISPECIES: acyl-CoA dehydrogenase family protein,,,I: Lipid transport and metabolism,5.34322390380547e-07,1.45975861578409
OG0002025,Psychrobacter,D55_vs_B55,-1.33969405615369,5.55020015611121e-07,pbuG,MULTISPECIES: NCS2 family permease,K06901,,S: Function unknown,5.55020015611121e-07,1.33969405615369
OG0000114,Sphingopyxis,D55_vs_D0,1.50430416157197,5.56226060416868e-07,acrB,efflux RND transporter permease subunit,K18138;K19594,Cationic antimicrobial peptide (CAMP) resistance;beta-Lactam resistance,V: Defense mechanisms,5.56226060416868e-07,1.50430416157197
OG0000904,Halomonas,D55_vs_D0,1.50976998961745,5.5683171883952e-07,lptB,LPS export ABC transporter ATP-binding protein,K06861,ABC transporters,S: Function unknown,5.5683171883952e-07,1.50976998961745
OG0001129,Halomonas,D55_vs_B55,-1.75018328643804,5.61165365638024e-07,atpF,ATP synthase F0 subunit B,K02109,Metabolic pathways;Oxidative phosphorylation;Photosynthesis,C: Energy production and conversion,5.61165365638024e-07,1.75018328643804
OG0001273,Halomonas,D55_vs_B55,1.35542227907821,5.62201800608919e-07,yghU,MULTISPECIES: glutathione-dependent disulfide-bond oxidoreductase,K00799;K11209,Chemical carcinogenesis - DNA adducts;Chemical carcinogenesis - reactive oxygen species;Chemical carcinogenesis - receptor activation;Drug metabolism - cytochrome P450;Drug metabolism - other enzymes;Fluid shear stress and atherosclerosis;Glutathione metabolism;Hepatocellular carcinoma;Longevity regulating pathway - worm;Metabolic pathways;Metabolism of xenobiotics by cytochrome P450;Pathways in cancer;Platinum drug resistance,O: Posttranslational modification;protein turnover;chaperones,5.62201800608919e-07,1.35542227907821
OG0002350,Sphingopyxis,D55_vs_D0,1.12765943654888,5.6538604490354e-07,gene2224,Uncharacterized protein SGRAN_1507,,,,5.6538604490354e-07,1.12765943654888
OG0001364,Halomonas,D55_vs_D0,-1.54156890656764,5.73862462823716e-07,leuC,MULTISPECIES: 3-isopropylmalate dehydratase large subunit,K01703,2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids;Biosynthesis of secondary metabolites;C5-Branched dibasic acid metabolism;Glucosinolate biosynthesis;Metabolic pathways;Valine;leucine and isoleucine biosynthesis,E: Amino acid transport and metabolism,5.73862462823716e-07,1.54156890656764
OG0001296,Halomonas,D55_vs_D0,-1.09156083523602,5.73862462823716e-07,soxX,MULTISPECIES: SEC-C domain-containing protein,K09858,,S: Function unknown,5.73862462823716e-07,1.09156083523602
OG0000707,Halomonas,D55_vs_B55,-3.44053411196622,5.74690822991271e-07,yceA,rhodanese-related sulfurtransferase,K07146,,S: Function unknown,5.74690822991271e-07,3.44053411196622
OG0000477,Halomonas,D55_vs_B55,2.61651291154197,5.81450542848477e-07,xerD,MULTISPECIES: integron integrase,,,L: Replication;recombination and repair,5.81450542848477e-07,2.61651291154197
OG0000536,Aequorivita,D55_vs_B55,1.28238877272234,5.85128839116809e-07,mlaE,ABC transporter permease,K02066,ABC transporters,Q: Secondary metabolites biosynthesis;transport and catabolism,5.85128839116809e-07,1.28238877272234
OG0001999,Sphingopyxis,D55_vs_D0,-1.21918898466819,5.94820397299523e-07,fliP,flagellar biosynthesis protein flip,K02419,Flagellar assembly,N: Cell motility,5.94820397299523e-07,1.21918898466819
OG0001983,Halomonas,D55_vs_D0,-3.76518591631134,5.95366842774935e-07,trpR,Trp family transcriptional regulator,K03720,,K: Transcription,5.95366842774935e-07,3.76518591631134
OG0001825,Psychrobacter,D55_vs_B55,1.76078067043386,5.95827921930323e-07,yefM,prevent-host-death protein,K19159,,D: Cell cycle control;cell division;chromosome partitioning,5.95827921930323e-07,1.76078067043386
OG0001298,Psychrobacter,D55_vs_B55,1.61307791085417,5.95827921930323e-07,gloA,lactoylglutathione lyase,K01759,Metabolic pathways;Pyruvate metabolism,E: Amino acid transport and metabolism,5.95827921930323e-07,1.61307791085417
OG0001066,Halomonas,D55_vs_D0,2.12694022203219,5.98710280966162e-07,cysD,MULTISPECIES: sulfate adenylyltransferase subunit CysD,K00957,Biosynthesis of secondary metabolites;Metabolic pathways;Microbial metabolism in diverse environments;Monobactam biosynthesis;Purine metabolism;Selenocompound metabolism;Sulfur cycle;Sulfur metabolism,E: Amino acid transport and metabolism;H: Coenzyme transport and metabolism,5.98710280966162e-07,2.12694022203219
OG0001287,Halomonas,D55_vs_D0,1.13248864159667,5.99473245549833e-07,ribA,GTP cyclohydrolase II,K01497,Biosynthesis of cofactors;Biosynthesis of secondary metabolites;Folate biosynthesis;Metabolic pathways;Quorum sensing;Riboflavin metabolism,H: Coenzyme transport and metabolism,5.99473245549833e-07,1.13248864159667
OG0002036,Halomonas,D55_vs_B55,2.61326933296067,6.09235074638907e-07,ybiI,DksA/TraR family C4-type zinc finger protein,K06204,Biofilm formation - Escherichia coli,T: Signal transduction mechanisms,6.09235074638907e-07,2.61326933296067
OG0001951,Psychrobacter,D55_vs_B55,-4.07245907205542,6.1337700156678e-07,gene1617,MULTISPECIES: DUF1852 domain-containing protein,,,S: Function unknown,6.1337700156678e-07,4.07245907205542
OG0002127,Halomonas,D55_vs_B55,-1.16062141795212,6.18944228074467e-07,dsbG,MULTISPECIES: thiol:disulfide interchange protein DsbG,K03805,,O: Posttranslational modification;protein turnover;chaperones,6.18944228074467e-07,1.16062141795212
OG0000631,Halomonas,D55_vs_B55,-1.08210955110772,6.18944228074467e-07,prfB,peptide chain release factor 2,K02836,,J: Translation;ribosomal structure and biogenesis,6.18944228074467e-07,1.08210955110772
OG0001794,Halomonas,D55_vs_B55,1.83838388903732,6.19895979750903e-07,ruvC,hypothetical protein,K01159,Homologous recombination,L: Replication;recombination and repair;S: Function unknown,6.19895979750903e-07,1.83838388903732
OG0001263,Psychrobacter,D55_vs_D0,1.21343885085295,6.19896104333368e-07,recD,exodeoxyribonuclease V subunit alpha,K03581,Homologous recombination,L: Replication;recombination and repair,6.19896104333368e-07,1.21343885085295
OG0001758,Sphingopyxis,D55_vs_D0,-1.03248231631726,6.72647105062436e-07,bapA,SO2930 family diheme c-type cytochrome,,,M: Cell wall/membrane/envelope biogenesis;C: Energy production and conversion,6.72647105062436e-07,1.73106399110238
OG0000622,Sphingopyxis,D55_vs_D0,1.11215553351477,6.8306938208811e-07,ribBA,"MULTISPECIES: 3,4-dihydroxy-2-butanone-4-phosphate synthase",K14652,Biosynthesis of cofactors;Biosynthesis of secondary metabolites;Folate biosynthesis;Metabolic pathways;Riboflavin metabolism,H: Coenzyme transport and metabolism,6.8306938208811e-07,1.11215553351477
OG0001270,Sphingopyxis,D55_vs_D0,1.05472444658824,6.96776658908082e-07,vapC,MULTISPECIES: PIN domain nuclease,,,S: Function unknown,6.96776658908082e-07,1.05472444658824
OG0001634,Aequorivita,D55_vs_D0,-2.38406547967236,6.99921455487906e-07,gene1157,hypothetical protein,,,,6.99921455487906e-07,2.38406547967236
OG0001611,Aequorivita,D55_vs_B55,1.26924372822696,7.08262982375143e-07,tpx,MULTISPECIES: thiol peroxidase,K11065,,O: Posttranslational modification;protein turnover;chaperones,7.08262982375143e-07,1.26924372822696
OG0001662,Psychrobacter,D55_vs_D0,1.01307975560047,7.09385461901462e-07,spoVB,polysaccharide biosynthesis C-terminal domain-containing protein,,,S: Function unknown,7.09385461901462e-07,1.01307975560047
OG0000881,Halomonas,D55_vs_B55,-1.44015499257269,7.09990137754542e-07,proS,MULTISPECIES: proline--tRNA ligase,K01881,Aminoacyl-tRNA biosynthesis,J: Translation;ribosomal structure and biogenesis,7.09990137754542e-07,1.44015499257269
OG0002053,Halomonas,D55_vs_B55,-1.05415222023448,7.09990137754542e-07,potD,extracellular solute-binding protein,K11073;K02055;K11069,ABC transporters;Quorum sensing,E: Amino acid transport and metabolism;P: Inorganic ion transport and metabolism,7.09990137754542e-07,1.27746885985882
OG0002244,Psychrobacter,D55_vs_B55,1.37739225464803,7.20359633219487e-07,ail,porin family protein,,,M: Cell wall/membrane/envelope biogenesis,7.20359633219487e-07,1.37739225464803
