orthofinder_orthogroup,strain,contrast,logFC,FDR,OG_gene_symbol,representative_product,ko_terms,pathway_names,cog_category_names,min_FDR,max_abs_logFC
OG0001365,Halomonas,D55_vs_B55,1.08406808060901,1.09990707568915e-07,tnsB,DDE-type integrase/transposase/recombinase,K07497,,L: Replication;recombination and repair,1.09990707568915e-07,1.36337976332714
OG0001542,Halomonas,D55_vs_B55,1.59324961741394,1.10166968119951e-07,mlaE,MULTISPECIES: lipid asymmetry maintenance ABC transporter permease subunit MlaE,K02066,ABC transporters,Q: Secondary metabolites biosynthesis;transport and catabolism,1.10166968119951e-07,1.59324961741394
OG0002300,Sphingopyxis,D55_vs_B55,-1.36715074506228,1.13267321879873e-07,dgcN,N-acetyltransferase DgcN,K26272,D-Amino acid metabolism,S: Function unknown,1.13267321879873e-07,1.36715074506228
OG0001774,Halomonas,D55_vs_B55,-3.10502782698347,1.13395401512996e-07,fis,MULTISPECIES: DNA-binding transcriptional regulator Fis,K03557,Biofilm formation - Vibrio cholerae,K: Transcription;L: Replication;recombination and repair,1.13395401512996e-07,3.10502782698347
OG0000003,Sphingopyxis,D55_vs_D0,-1.04630164733295,1.13668723032288e-07,cysB,MULTISPECIES: HTH-type transcriptional regulator CysB,K17737;K21645;K21711;K21699;K13634;K04761;K02521;K21757,Biofilm formation - Escherichia coli,K: Transcription,1.13668723032288e-07,1.43089560713954
OG0000263,Halomonas,D55_vs_B55,1.59320439954733,1.15605702068965e-07,TGL4,DUF3336 domain-containing protein,K07001;K14674,Arachidonic acid metabolism;Biosynthesis of secondary metabolites;Ether lipid metabolism;Glycerolipid metabolism;Glycerophospholipid metabolism;Linoleic acid metabolism;Metabolic pathways;Steroid biosynthesis;alpha-Linolenic acid metabolism,S: Function unknown;M: Cell wall/membrane/envelope biogenesis,1.15605702068965e-07,1.59320439954733
OG0000712,Halomonas,D55_vs_B55,-1.29153250014899,1.15986717874917e-07,hemF,MULTISPECIES: oxygen-dependent coproporphyrinogen oxidase,K00228,Biosynthesis of cofactors;Biosynthesis of secondary metabolites;Metabolic pathways;Porphyrin metabolism,H: Coenzyme transport and metabolism,1.15986717874917e-07,1.29153250014899
OG0000022,Halomonas,D55_vs_B55,-1.56677227861197,1.18369681606415e-07,gene3301,transposase,,,L: Replication;recombination and repair;S: Function unknown,1.18369681606415e-07,1.56677227861197
OG0000031,Psychrobacter,D55_vs_B55,1.21840690442751,1.184708068859e-07,phoP,MULTISPECIES: response regulator transcription factor,K02483;K07666,Quorum sensing;Two-component system,T: Signal transduction mechanisms;K: Transcription,1.184708068859e-07,1.41085200692674
OG0000297,Psychrobacter,D55_vs_B55,-3.4275369636583,1.20092839526117e-07,zntA,MULTISPECIES: heavy metal translocating P-type ATPase,K01534,,P: Inorganic ion transport and metabolism,1.20092839526117e-07,3.4275369636583
OG0000296,Psychrobacter,D55_vs_B55,2.1405675637999,1.21963507853619e-07,pgaC,glycosyl transferase family 2,,,M: Cell wall/membrane/envelope biogenesis,1.21963507853619e-07,2.1405675637999
OG0001327,Psychrobacter,D55_vs_B55,-1.75124952847492,1.21963507853619e-07,pvdE,cyclic peptide export ABC transporter,K06160;K06159,ABC transporters,V: Defense mechanisms,1.21963507853619e-07,1.75124952847492
OG0000727,Halomonas,D55_vs_B55,-1.23601296149007,1.22967921157476e-07,pgk,phosphoglycerate kinase,K00927,Biosynthesis of amino acids;Biosynthesis of secondary metabolites;Carbon fixation by Calvin cycle;Carbon metabolism;Glycolysis / Gluconeogenesis;HIF-1 signaling pathway;Metabolic pathways;Microbial metabolism in diverse environments,F: Nucleotide transport and metabolism;G: Carbohydrate transport and metabolism,1.22967921157476e-07,1.23601296149007
OG0001916,Halomonas,D55_vs_B55,-1.38808864792484,1.23017573271701e-07,yceD,YceD family protein,K07040,,S: Function unknown,1.23017573271701e-07,1.38808864792484
OG0001434,Halomonas,D55_vs_B55,-1.12854694540914,1.23177003066671e-07,glyQ,glycyl-tRNA synthetase subunit alpha,K01878,Aminoacyl-tRNA biosynthesis,J: Translation;ribosomal structure and biogenesis,1.23177003066671e-07,1.12854694540914
OG0002038,Halomonas,D55_vs_D0,1.96844939221092,1.28472092181427e-07,eda,MULTISPECIES: bifunctional 4-hydroxy-2-oxoglutarate aldolase/2-dehydro-3-deoxy-phosphogluconate aldolase,K01625,Carbon metabolism;Glyoxylate and dicarboxylate metabolism;Metabolic pathways;Microbial metabolism in diverse environments;Pentose phosphate pathway,G: Carbohydrate transport and metabolism,1.28472092181427e-07,1.96844939221092
OG0001522,Psychrobacter,D55_vs_D0,-1.52549718753086,1.32385931637957e-07,codA,SDR family oxidoreductase,,,G: Carbohydrate transport and metabolism;M: Cell wall/membrane/envelope biogenesis,1.32385931637957e-07,2.07664971547764
OG0000894,Aequorivita,D55_vs_B55,1.34689201074929,1.34331811701661e-07,uvrC,excinuclease ABC subunit UvrC,K03703,Nucleotide excision repair,L: Replication;recombination and repair,1.34331811701661e-07,1.34689201074929
OG0001332,Halomonas,D55_vs_B55,1.46533059836248,1.37750899835659e-07,queF,MULTISPECIES: NADPH-dependent 7-cyano-7-deazaguanine reductase QueF,K06879;K09457,Folate biosynthesis;Metabolic pathways,S: Function unknown,1.37750899835659e-07,1.46533059836248
OG0000512,Halomonas,D55_vs_B55,-1.17411759332426,1.3787231678164e-07,valS,valine--tRNA ligase,K01873,Aminoacyl-tRNA biosynthesis,J: Translation;ribosomal structure and biogenesis,1.3787231678164e-07,1.17411759332426
OG0001779,Sphingopyxis,D55_vs_D0,-1.04355618669846,1.42432978526405e-07,regB,MULTISPECIES: ATP-binding protein,K15011,Two-component system,T: Signal transduction mechanisms,1.42432978526405e-07,1.04355618669846
OG0000360,Halomonas,D55_vs_B55,-1.41328656100217,1.42622884151965e-07,miaB,tRNA (N6-isopentenyl adenosine(37)-C2)-methylthiotransferase MiaB,K06168;K15865,,J: Translation;ribosomal structure and biogenesis,1.42622884151965e-07,1.41328656100217
OG0002353,Sphingopyxis,D55_vs_D0,-1.07175918055574,1.42876971351901e-07,gene4008,hypothetical protein,,,S: Function unknown,1.42876971351901e-07,1.07175918055574
OG0001988,Sphingopyxis,D55_vs_D0,-1.70212951873661,1.44423766881877e-07,flhA,MULTISPECIES: flagellar biosynthesis protein FlhA,K02400,Flagellar assembly,N: Cell motility,1.44423766881877e-07,1.70212951873661
OG0000915,Sphingopyxis,D55_vs_D0,1.31525019753155,1.45759962762053e-07,pyrD,MULTISPECIES: quinone-dependent dihydroorotate dehydrogenase,K00254,Biosynthesis of cofactors;Metabolic pathways;Pyrimidine metabolism,F: Nucleotide transport and metabolism,1.45759962762053e-07,1.53529338481857
OG0001240,Halomonas,D55_vs_B55,-1.73079082093808,1.46739649961562e-07,yhhQ,MULTISPECIES: 7-cyano-7-deazaguanine/7-aminomethyl-7-deazaguanine transporter,K09125,,U: Intracellular trafficking;secretion;and vesicular transport;S: Function unknown,1.46739649961562e-07,1.73079082093808
OG0000484,Halomonas,D55_vs_B55,1.45162887267046,1.46739649961562e-07,fklB,MULTISPECIES: FKBP-type peptidyl-prolyl cis-trans isomerase,K01802;K03772;K03773,,M: Cell wall/membrane/envelope biogenesis;O: Posttranslational modification;protein turnover;chaperones,1.46739649961562e-07,1.45162887267046
OG0001194,Halomonas,D55_vs_B55,-1.31775445580912,1.48559466871359e-07,nqrA,MULTISPECIES: Na(+)-translocating NADH-quinone reductase subunit A,K00346,,C: Energy production and conversion,1.48559466871359e-07,1.31775445580912
OG0001241,Psychrobacter,D55_vs_D0,1.14969032072399,1.52752572647934e-07,nudC,MULTISPECIES: NAD(+) diphosphatase,K03426,Metabolic pathways;Nicotinate and nicotinamide metabolism;Peroxisome,L: Replication;recombination and repair,1.52752572647934e-07,1.14969032072399
OG0000101,Halomonas,D55_vs_D0,1.17192914445416,1.52854539151662e-07,tgnA,alpha/beta fold hydrolase,K01175,,S: Function unknown;I: Lipid transport and metabolism,1.52854539151662e-07,1.17192914445416
OG0001613,Psychrobacter,D55_vs_B55,1.76926296707513,1.53288980300234e-07,rpfA,MULTISPECIES: peptidoglycan-binding protein LysM,,,S: Function unknown,1.53288980300234e-07,1.76926296707513
OG0001437,Psychrobacter,D55_vs_B55,2.03026499368042,1.54575826792199e-07,gene3132,MULTISPECIES: DsbA family oxidoreductase,K07396,,Q: Secondary metabolites biosynthesis;transport and catabolism,1.54575826792199e-07,2.03026499368042
OG0000637,Sphingopyxis,D55_vs_D0,1.17125526938429,1.57976137053838e-07,rpsA,30S ribosomal protein S1,K02945,Ribosome,J: Translation;ribosomal structure and biogenesis,1.57976137053838e-07,1.4238941565526
OG0001973,Halomonas,D55_vs_D0,1.72331431564954,1.59106087133584e-07,gene1334,urate hydroxylase PuuD,,,S: Function unknown,1.59106087133584e-07,1.72331431564954
OG0002134,Halomonas,D55_vs_B55,1.8979155977557,1.62019483711485e-07,rlmJ,MULTISPECIES: 23S rRNA (adenine(2030)-N(6))-methyltransferase RlmJ,K07115,,S: Function unknown,1.62019483711485e-07,1.8979155977557
OG0002118,Sphingopyxis,D55_vs_D0,-1.2641879300634,1.63506600311995e-07,ccdB,MULTISPECIES: CcdB family protein,K19163,,S: Function unknown,1.63506600311995e-07,1.2641879300634
OG0001497,Psychrobacter,D55_vs_B55,-1.41395515994678,1.64122817210786e-07,ydfG,MULTISPECIES: SDR family oxidoreductase,,,S: Function unknown,1.64122817210786e-07,1.41395515994678
OG0000410,Psychrobacter,D55_vs_B55,1.74001024833178,1.6635795569226e-07,acd,acyl-CoA dehydrogenase family protein,K00255,Fatty acid degradation;Fatty acid metabolism;Metabolic pathways;PPAR signaling pathway,I: Lipid transport and metabolism,1.6635795569226e-07,1.74001024833178
OG0000258,Psychrobacter,D55_vs_D0,1.30510815971382,1.68477687763696e-07,rne,Rne/Rng family ribonuclease,K08300;K08301,RNA degradation,J: Translation;ribosomal structure and biogenesis,1.68477687763696e-07,1.30510815971382
OG0000973,Halomonas,D55_vs_B55,2.68856472937573,1.72445412714313e-07,lctP,MULTISPECIES: L-lactate permease,K03303,,C: Energy production and conversion,1.72445412714313e-07,2.68856472937573
OG0001169,Sphingopyxis,D55_vs_D0,1.34143077637053,1.75935808753298e-07,nadR,nicotinate-nucleotide adenylyltransferase,K06211,Metabolic pathways;Nicotinate and nicotinamide metabolism,H: Coenzyme transport and metabolism,1.75935808753298e-07,1.34143077637053
OG0001255,Halomonas,D55_vs_D0,1.27732452872271,1.78723055915039e-07,dxr,MULTISPECIES: 1-deoxy-D-xylulose-5-phosphate reductoisomerase,K00099,Biosynthesis of secondary metabolites;Metabolic pathways;Terpenoid backbone biosynthesis,I: Lipid transport and metabolism,1.78723055915039e-07,1.39445587725517
OG0001664,Halomonas,D55_vs_D0,1.15248645040683,1.84286505255985e-07,rfbC,"MULTISPECIES: dTDP-4-dehydrorhamnose 3,5-epimerase",K01790,Biosynthesis of nucleotide sugars;Biosynthesis of secondary metabolites;Biosynthesis of various nucleotide sugars;Metabolic pathways;Polyketide sugar unit biosynthesis;Streptomycin biosynthesis,M: Cell wall/membrane/envelope biogenesis,1.84286505255985e-07,1.15248645040683
OG0000950,Halomonas,D55_vs_B55,1.70108230105248,1.85291099913342e-07,proX,choline ABC transporter substrate-binding protein,K02002,ABC transporters,E: Amino acid transport and metabolism,1.85291099913342e-07,1.70108230105248
OG0000645,Halomonas,D55_vs_B55,1.54352389670546,1.85291099913342e-07,gene1023,endonuclease,,,S: Function unknown,1.85291099913342e-07,1.54352389670546
OG0001067,Aequorivita,D55_vs_B55,1.83640219336399,1.89425246759693e-07,gene0052,phosphoesterase,,,M: Cell wall/membrane/envelope biogenesis;U: Intracellular trafficking;secretion;and vesicular transport,1.89425246759693e-07,1.83640219336399
OG0001539,Aequorivita,D55_vs_B55,2.40601888024251,1.89476023617024e-07,tqsA,Predicted PurR-regulated permease PerM,,,S: Function unknown,1.89476023617024e-07,2.40601888024251
OG0001065,Halomonas,D55_vs_D0,1.80009694548889,1.92091313287154e-07,cysNC,sulfate adenylyltransferase subunit CysN,K00956;K00955,Biosynthesis of secondary metabolites;Metabolic pathways;Microbial metabolism in diverse environments;Monobactam biosynthesis;Purine metabolism;Selenocompound metabolism;Sulfur cycle;Sulfur metabolism,P: Inorganic ion transport and metabolism,1.92091313287154e-07,1.80009694548889
OG0000405,Halomonas,D55_vs_D0,-4.67873525934997,1.92171404418706e-07,gcdH,acyl-CoA dehydrogenase,K00252,Benzoate degradation;Biosynthesis of secondary metabolites;Fatty acid degradation;Lysine degradation;Metabolic pathways;Microbial metabolism in diverse environments;Tryptophan metabolism,I: Lipid transport and metabolism,1.92171404418706e-07,4.67873525934997
OG0001721,Aequorivita,D55_vs_B55,1.59345022370479,1.97035422598857e-07,egtB,ergothioneine biosynthesis protein EgtB,,,S: Function unknown,1.97035422598857e-07,1.59345022370479
OG0001274,Halomonas,D55_vs_B55,3.5351634370288,1.98035323626347e-07,thuF,MULTISPECIES: sugar ABC transporter permease,K10228;K17322;K02025;K10237,ABC transporters,P: Inorganic ion transport and metabolism,1.98035323626347e-07,3.5351634370288
OG0000802,Halomonas,D55_vs_D0,1.01824087530268,2.01770154856566e-07,hom,MULTISPECIES: homoserine dehydrogenase,K00003,Biosynthesis of amino acids;Biosynthesis of secondary metabolites;Cysteine and methionine metabolism;Glycine;serine and threonine metabolism;Lysine biosynthesis;Metabolic pathways;Microbial metabolism in diverse environments,E: Amino acid transport and metabolism,2.01770154856566e-07,1.56274060073505
OG0000985,Psychrobacter,D55_vs_B55,-2.69046776501214,2.04754425172667e-07,ccmF,MULTISPECIES: heme lyase CcmF/NrfE family subunit,K02198,,O: Posttranslational modification;protein turnover;chaperones,2.04754425172667e-07,2.69046776501214
OG0000426,Halomonas,D55_vs_D0,1.73625995389629,2.05755870656253e-07,fabD,MULTISPECIES: TIGR00730 family Rossman fold protein,K22522,,S: Function unknown;K: Transcription,2.05755870656253e-07,1.73625995389629
OG0001439,Psychrobacter,D55_vs_D0,-1.30995352019655,2.0578843769583e-07,hslR,MULTISPECIES: S4 domain-containing protein,K04762,,J: Translation;ribosomal structure and biogenesis,2.0578843769583e-07,1.65622280047175
OG0001969,Psychrobacter,D55_vs_B55,-1.20756591721269,2.06805470689845e-07,ccoQ,MULTISPECIES: CcoQ/FixQ family Cbb3-type cytochrome c oxidase assembly chaperone,K00407,Metabolic pathways;Oxidative phosphorylation;Two-component system,O: Posttranslational modification;protein turnover;chaperones,2.06805470689845e-07,2.86364189362987
OG0001116,Sphingopyxis,D55_vs_D0,-1.4643930571094,2.0780769695056e-07,gene3312,cupin-like domain-containing protein,,,S: Function unknown;G: Carbohydrate transport and metabolism,2.0780769695056e-07,1.4643930571094
OG0000578,Psychrobacter,D55_vs_D0,-1.31658552882177,2.08958309027892e-07,def,peptide deformylase,K01462,,J: Translation;ribosomal structure and biogenesis,2.08958309027892e-07,1.31658552882177
OG0000702,Sphingopyxis,D55_vs_D0,1.08668549797534,2.09536047562371e-07,gene3587,MULTISPECIES: HupE/UreJ family protein,,,O: Posttranslational modification;protein turnover;chaperones,2.09536047562371e-07,1.08668549797534
OG0000180,Halomonas,D55_vs_D0,-1.14683783549683,2.10256833206404e-07,prkC,MULTISPECIES: bifunctional protein-serine/threonine kinase/phosphatase,K12132,,K: Transcription;L: Replication;recombination and repair;T: Signal transduction mechanisms;S: Function unknown,2.10256833206404e-07,1.14683783549683
OG0000136,Sphingopyxis,D55_vs_D0,1.59262905016463,2.11901259737051e-07,trbF,MULTISPECIES: conjugal transfer protein TrbF,K20531,Quorum sensing,U: Intracellular trafficking;secretion;and vesicular transport,2.11901259737051e-07,1.59262905016463
OG0000787,Sphingopyxis,D55_vs_D0,1.190956873571,2.1637885698496e-07,ycaJ,replication-associated recombination protein A,K07478,,L: Replication;recombination and repair,2.1637885698496e-07,1.22194814779766
OG0000857,Sphingopyxis,D55_vs_D0,1.36420015385255,2.16561811385224e-07,rnhB,hypothetical protein,K03470,DNA replication,L: Replication;recombination and repair,2.16561811385224e-07,1.72943134864613
OG0000407,Halomonas,D55_vs_D0,1.34306908630385,2.17177214909606e-07,dnaE,DNA polymerase III subunit alpha,K02337,DNA replication;Homologous recombination;Mismatch repair,L: Replication;recombination and repair,2.17177214909606e-07,1.58659204780833
OG0000963,Sphingopyxis,D55_vs_B55,-1.12277293087586,2.18962391467328e-07,tatB,Sec-independent protein translocase protein TatB,K03117,Bacterial secretion system;Protein export,U: Intracellular trafficking;secretion;and vesicular transport,2.18962391467328e-07,1.12277293087586
OG0000140,Sphingopyxis,D55_vs_D0,1.75380775776088,2.19895222789535e-07,acrA,efflux RND transporter periplasmic adaptor subunit,K03585,Cationic antimicrobial peptide (CAMP) resistance;beta-Lactam resistance,M: Cell wall/membrane/envelope biogenesis,2.19895222789535e-07,1.75380775776088
OG0001277,Halomonas,D55_vs_B55,-1.10216888344171,2.20012051762693e-07,sdhA,succinate dehydrogenase flavoprotein subunit,K00239,Biosynthesis of secondary metabolites;Butanoate metabolism;Carbon metabolism;Citrate cycle (TCA cycle);Legionellosis;Metabolic pathways;Microbial metabolism in diverse environments;Other carbon fixation pathways;Oxidative phosphorylation,C: Energy production and conversion,2.20012051762693e-07,1.10216888344171
OG0000652,Halomonas,D55_vs_B55,-1.29942022195964,2.25931281935045e-07,aroC,MULTISPECIES: chorismate synthase,K01736,Biosynthesis of amino acids;Biosynthesis of secondary metabolites;Metabolic pathways;Phenylalanine;tyrosine and tryptophan biosynthesis,E: Amino acid transport and metabolism,2.25931281935045e-07,1.29942022195964
OG0001292,Halomonas,D55_vs_B55,-1.29711404231524,2.27736040107061e-07,thiG,MULTISPECIES: thiazole synthase,K03149,Biosynthesis of cofactors;Metabolic pathways;Thiamine metabolism,H: Coenzyme transport and metabolism,2.27736040107061e-07,1.29711404231524
OG0000353,Sphingopyxis,D55_vs_D0,1.11630391268973,2.31096881056194e-07,mutT,MULTISPECIES: Nudix family hydrolase,K03574,,H: Coenzyme transport and metabolism;L: Replication;recombination and repair;F: Nucleotide transport and metabolism,2.31096881056194e-07,1.17476070521816
OG0000485,Halomonas,D55_vs_B55,1.5179415079994,2.3333652278548e-07,atoB,MULTISPECIES: thiolase family protein,K00626,Benzoate degradation;Biosynthesis of secondary metabolites;Butanoate metabolism;Carbon metabolism;Fat digestion and absorption;Fatty acid degradation;Fatty acid metabolism;Glyoxylate and dicarboxylate metabolism;Lysine degradation;Metabolic pathways;Microbial metabolism in diverse environments;Other carbon fixation pathways;Pyruvate metabolism;Terpenoid backbone biosynthesis;Tryptophan metabolism;Two-component system;Valine;leucine and isoleucine degradation,I: Lipid transport and metabolism,2.3333652278548e-07,1.5179415079994
OG0000634,Aequorivita,D55_vs_B55,1.96642031604837,2.33712832648339e-07,bcp,MULTISPECIES: peroxiredoxin,K03564,,O: Posttranslational modification;protein turnover;chaperones,2.33712832648339e-07,1.96642031604837
OG0001091,Aequorivita,D55_vs_D0,-4.13151927679587,2.48798688730475e-07,gene0586,hypothetical protein,,,,2.48798688730475e-07,4.13151927679587
OG0000175,Aequorivita,D55_vs_D0,2.24322318709688,2.48798688730475e-07,secDF,protein translocase subunit SecDF,K03072;K03074;K12257,Bacterial secretion system;Protein export;Quorum sensing,U: Intracellular trafficking;secretion;and vesicular transport,2.48798688730475e-07,2.24322318709688
OG0001111,Aequorivita,D55_vs_D0,1.72394827487295,2.52260422572657e-07,hsdR,DEAD/DEAH box helicase family protein,K19789,,L: Replication;recombination and repair,2.52260422572657e-07,1.72394827487295
OG0001895,Halomonas,D55_vs_B55,1.80326415430419,2.54353169918066e-07,gene3523,MULTISPECIES: ribbon-helix-helix domain-containing protein,,,S: Function unknown,2.54353169918066e-07,1.80326415430419
OG0000422,Halomonas,D55_vs_B55,-1.06444402456099,2.54408510230148e-07,tktA,MULTISPECIES: transketolase,K00615,Biosynthesis of amino acids;Biosynthesis of ansamycins;Biosynthesis of secondary metabolites;Carbon fixation by Calvin cycle;Carbon metabolism;Metabolic pathways;Microbial metabolism in diverse environments;Pentose phosphate pathway,G: Carbohydrate transport and metabolism,2.54408510230148e-07,1.27366236709021
OG0000475,Sphingopyxis,D55_vs_D0,2.58314347387889,2.59312982394949e-07,yfbK,mucoidy inhibitor MuiA family protein,K02014,,S: Function unknown;P: Inorganic ion transport and metabolism;H: Coenzyme transport and metabolism,2.59312982394949e-07,2.58314347387889
OG0002191,Sphingopyxis,D55_vs_D0,-1.12769982393742,2.59312982394949e-07,nuoCD,NADH-quinone oxidoreductase subunit C/D,K13378;K00333,Metabolic pathways;Oxidative phosphorylation,C: Energy production and conversion,2.59312982394949e-07,1.12769982393742
OG0001962,Halomonas,D55_vs_B55,-1.59287051704851,2.60345508718219e-07,cmoA,MULTISPECIES: carboxy-S-adenosyl-L-methionine synthase CmoA,K15256,,S: Function unknown,2.60345508718219e-07,1.59287051704851
OG0002258,Sphingopyxis,D55_vs_D0,1.22322147944812,2.60877363110319e-07,gene3965,MULTISPECIES: nucleotidyltransferase domain-containing protein,K07074,,S: Function unknown,2.60877363110319e-07,1.22322147944812
OG0000128,Halomonas,D55_vs_B55,1.52333676986566,2.61339960146093e-07,betA,MULTISPECIES: choline dehydrogenase,K00108;K28060,Glycine;serine and threonine metabolism;Metabolic pathways;One carbon pool by folate;Microbial metabolism in diverse environments;Propanoate metabolism,E: Amino acid transport and metabolism,2.61339960146093e-07,1.71895713360935
OG0000362,Halomonas,D55_vs_B55,2.37002230550329,2.6491054281975e-07,gene0728,MULTISPECIES: helix-turn-helix domain-containing protein,K07726,,K: Transcription,2.6491054281975e-07,2.37002230550329
OG0001177,Halomonas,D55_vs_B55,-1.13856590687824,2.6491054281975e-07,lysS,lysine--tRNA ligase,K04567,Aminoacyl-tRNA biosynthesis,J: Translation;ribosomal structure and biogenesis,2.6491054281975e-07,1.13856590687824
OG0000927,Aequorivita,D55_vs_D0,-2.82889213664386,2.65637749003918e-07,mod,site-specific DNA-methyltransferase,K07316,,L: Replication;recombination and repair,2.65637749003918e-07,2.82889213664386
OG0001051,Aequorivita,D55_vs_D0,2.80751120252719,2.65637749003918e-07,rhlE,DEAD/DEAH box helicase,K11927,RNA degradation,J: Translation;ribosomal structure and biogenesis;K: Transcription;L: Replication;recombination and repair,2.65637749003918e-07,2.80751120252719
OG0001097,Aequorivita,D55_vs_D0,-1.46727860904463,2.65637749003918e-07,cusB,dihydrolipoamide dehydrogenase,,,S: Function unknown,2.65637749003918e-07,1.46727860904463
OG0000492,Aequorivita,D55_vs_B55,1.92547804552561,2.75214038855163e-07,ABC.CD.A,ABC transporter ATP-binding protein,K02003;K09810,ABC transporters,Q: Secondary metabolites biosynthesis;transport and catabolism;V: Defense mechanisms,2.75214038855163e-07,1.92547804552561
OG0000600,Halomonas,D55_vs_B55,-1.30353572282845,2.79936807631405e-07,glyA,MULTISPECIES: serine hydroxymethyltransferase,K00600,Antifolate resistance;Biosynthesis of amino acids;Biosynthesis of cofactors;Biosynthesis of secondary metabolites;Carbon metabolism;Cyanoamino acid metabolism;Folate transport and metabolism;Glycine;serine and threonine metabolism;Glyoxylate and dicarboxylate metabolism;Metabolic pathways;Methane metabolism;Microbial metabolism in diverse environments;One carbon pool by folate,E: Amino acid transport and metabolism,2.79936807631405e-07,1.30353572282845
OG0001249,Halomonas,D55_vs_D0,-4.69089358659533,2.80354132982178e-07,bioD,dethiobiotin synthase,K01935,Biosynthesis of cofactors;Biotin metabolism;Metabolic pathways,H: Coenzyme transport and metabolism,2.80354132982178e-07,4.69089358659533
OG0000874,Halomonas,D55_vs_D0,-1.25321809417447,2.80613532910967e-07,trpG,MULTISPECIES: aminodeoxychorismate/anthranilate synthase component II,K01658;K01664,Biofilm formation - Pseudomonas aeruginosa;Biosynthesis of amino acids;Biosynthesis of cofactors;Biosynthesis of secondary metabolites;Folate biosynthesis;Metabolic pathways;Phenazine biosynthesis;Phenylalanine;tyrosine and tryptophan biosynthesis;Quorum sensing,E: Amino acid transport and metabolism;H: Coenzyme transport and metabolism,2.80613532910967e-07,1.25321809417447
OG0000742,Sphingopyxis,D55_vs_B55,-1.63400914906049,2.815821958036e-07,acpP,MULTISPECIES: acyl carrier protein,K02078,Biosynthesis of secondary metabolites;Biosynthesis of various antibiotics;Metabolic pathways,I: Lipid transport and metabolism;Q: Secondary metabolites biosynthesis;transport and catabolism,2.815821958036e-07,1.63400914906049
OG0001237,Halomonas,D55_vs_D0,-1.46067414822921,2.81926121040384e-07,recQ,transcriptional regulator,,,K: Transcription,2.81926121040384e-07,1.46067414822921
OG0001932,Halomonas,D55_vs_D0,-1.79180205845516,2.85536415080731e-07,lysE,MULTISPECIES: LysE/ArgO family amino acid transporter,K06895,,S: Function unknown,2.85536415080731e-07,1.79180205845516
OG0000819,Aequorivita,D55_vs_B55,1.37101482902956,2.85923125235546e-07,ppnK,MULTISPECIES: NAD(+) kinase,K00858,Biosynthesis of cofactors;Metabolic pathways;Nicotinate and nicotinamide metabolism,G: Carbohydrate transport and metabolism;H: Coenzyme transport and metabolism,2.85923125235546e-07,1.37101482902956
OG0000078,Psychrobacter,D55_vs_B55,1.54056363177227,2.99610181571228e-07,gipA,RNA-guided endonuclease TnpB family protein,K07496,,L: Replication;recombination and repair,2.99610181571228e-07,1.54056363177227
OG0001673,Psychrobacter,D55_vs_B55,1.3109665059641,3.03193212317539e-07,mug,G/U mismatch-specific uracil-DNA glycosylase,,,L: Replication;recombination and repair,3.03193212317539e-07,1.3109665059641
OG0001918,Psychrobacter,D55_vs_B55,1.0638629519053,3.03193212317539e-07,osmY,MULTISPECIES: BON domain-containing protein,K28369,,S: Function unknown,3.03193212317539e-07,1.0638629519053
OG0000675,Aequorivita,D55_vs_D0,1.7218866554614,3.05454247578075e-07,ruvA,MULTISPECIES: Holliday junction branch migration protein RuvA,K03550,Homologous recombination,L: Replication;recombination and repair,3.05454247578075e-07,1.7218866554614
OG0001076,Halomonas,D55_vs_B55,-1.57862280030877,3.09095689686485e-07,upp,MULTISPECIES: uracil phosphoribosyltransferase,K00761,Metabolic pathways;Nucleotide metabolism;Pyrimidine metabolism,F: Nucleotide transport and metabolism,3.09095689686485e-07,1.57862280030877
OG0000641,Sphingopyxis,D55_vs_D0,1.14608673770644,3.1060568071608e-07,rsmD,MULTISPECIES: 16S rRNA (guanine(966)-N(2))-methyltransferase RsmD,K08316,,L: Replication;recombination and repair;J: Translation;ribosomal structure and biogenesis,3.1060568071608e-07,1.24021937311469
OG0000640,Halomonas,D55_vs_B55,1.42709728330657,3.12153820392542e-07,clcA,chloride channel protein,K03281,,P: Inorganic ion transport and metabolism,3.12153820392542e-07,1.42709728330657
OG0001103,Halomonas,D55_vs_B55,-1.08340236606514,3.13530174716795e-07,serC,3-phosphoserine/phosphohydroxythreonine transaminase,K00831,Biosynthesis of amino acids;Biosynthesis of cofactors;Biosynthesis of secondary metabolites;Carbon metabolism;Cysteine and methionine metabolism;Glycine;serine and threonine metabolism;Metabolic pathways;Methane metabolism;Microbial metabolism in diverse environments;Vitamin B6 metabolism,E: Amino acid transport and metabolism,3.13530174716795e-07,1.08340236606514
OG0000504,Halomonas,D55_vs_B55,-1.88825842325775,3.15644398913436e-07,pabBC,MULTISPECIES: aminodeoxychorismate synthase component I,K01665;K03342,Biosynthesis of cofactors;Folate biosynthesis,E: Amino acid transport and metabolism;H: Coenzyme transport and metabolism,3.15644398913436e-07,1.88825842325775
OG0000753,Psychrobacter,D55_vs_B55,1.35486805090141,3.25261186027165e-07,yedI,MULTISPECIES: DUF808 domain-containing protein,K09781,,S: Function unknown,3.25261186027165e-07,1.35486805090141
